gene,module,cell_type,tissue,regulation
GeneUp029,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp030,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp031,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp032,Common up,Som,Pituitary,Unchanged
GeneUp033,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp034,Common up,Som,Pituitary,Unchanged
GeneUp035,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp036,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp037,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp038,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp039,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp040,Common up,Som,Pituitary,Unchanged
GeneUp041,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp042,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp043,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp044,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp045,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp046,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp047,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp048,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp049,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp050,Common up,Som,Pituitary,Unchanged
GeneUp051,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp052,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp053,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp054,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp055,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp056,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp057,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp058,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp059,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp060,Common up,Som,Pituitary,Unchanged
GeneUp061,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp062,Common up,Som,Pituitary,Unchanged
GeneUp063,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp064,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp065,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp066,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp067,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp068,Common up,Som,Pituitary,Unchanged
GeneUp069,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp070,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp071,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp072,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp073,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp074,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp075,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp076,Common up,Som,Pituitary,Unchanged
GeneUp077,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp078,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp079,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp080,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp081,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp082,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp083,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp084,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp085,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp086,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp087,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp088,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp089,Common up,Som,Pituitary,Unchanged
GeneUp090,Common up,Som,Pituitary,Unchanged
GeneUp091,Common up,Som,Pituitary,Unchanged
GeneUp092,Common up,Som,Pituitary,Unchanged
GeneUp093,Common up,Som,Pituitary,Unchanged
GeneUp094,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp095,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp096,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp097,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp098,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp099,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp100,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp101,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp102,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp103,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp104,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp105,Common up,Som,Pituitary,Unchanged
GeneUp106,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp107,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp108,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp109,Common up,Som,Pituitary,Unchanged
GeneUp110,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp111,Common up,Som,Pituitary,Unchanged
GeneUp112,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp113,Common up,Som,Pituitary,Unchanged
GeneUp114,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp115,Common up,Som,Pituitary,Unchanged
GeneUp116,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp117,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp118,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp119,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp120,Common up,Som,Pituitary,Unchanged
GeneUp121,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp122,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp123,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp124,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp125,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp126,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp127,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp128,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp129,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp130,Common up,Som,Pituitary,Unchanged
GeneUp131,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp132,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp133,Common up,Som,Pituitary,Unchanged
GeneUp134,Common up,Som,Pituitary,Unchanged
GeneUp135,Common up,Som,Pituitary,Unchanged
GeneUp136,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp137,Common up,Som,Pituitary,Unchanged
GeneUp138,Common up,Som,Pituitary,Unchanged
GeneUp139,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp140,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp141,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp142,Common up,Som,Pituitary,Unchanged
GeneUp143,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp144,Common up,Som,Pituitary,Unchanged
GeneUp145,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp146,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp147,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp148,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp149,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp150,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp151,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp152,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp153,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp154,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp155,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp156,Common up,Som,Pituitary,Unchanged
GeneUp157,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp158,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp159,Common up,Som,Pituitary,Unchanged
GeneUp160,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp161,Common up,Som,Pituitary,Unchanged
GeneUp162,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp163,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp164,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp165,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp166,Common up,Som,Pituitary,Unchanged
GeneUp167,Common up,Som,Pituitary,Unchanged
GeneUp168,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp169,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp170,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp171,Common up,Som,Pituitary,Unchanged
GeneUp172,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp173,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp174,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp175,Common up,Som,Pituitary,Unchanged
GeneUp176,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp177,Common up,Som,Pituitary,Unchanged
GeneUp178,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp179,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp180,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp181,Common up,Som,Pituitary,Unchanged
GeneUp182,Common up,Som,Pituitary,Unchanged
GeneUp183,Common up,Som,Pituitary,Unchanged
GeneUp184,Common up,Som,Pituitary,Unchanged
GeneUp185,Common up,Som,Pituitary,Unchanged
GeneUp186,Common up,Som,Pituitary,Unchanged
GeneUp187,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp188,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp189,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp190,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp191,Common up,Som,Pituitary,Unchanged
GeneUp192,Common up,Som,Pituitary,Unchanged
GeneUp193,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp194,Common up,Som,Pituitary,Unchanged
GeneUp195,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp196,Common up,Som,Pituitary,Unchanged
GeneUp197,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp198,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp199,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp200,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp201,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp202,Common up,Som,Pituitary,Unchanged
GeneUp203,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp204,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp205,Common up,Som,Pituitary,Unchanged
GeneUp206,Common up,Som,Pituitary,Unchanged
GeneUp207,Common up,Som,Pituitary,Unchanged
GeneUp208,Common up,Som,Pituitary,Unchanged
GeneUp209,Common up,Som,Pituitary,Unchanged
GeneUp210,Common up,Som,Pituitary,Unchanged
GeneUp211,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp212,Common up,Som,Pituitary,Unchanged
GeneUp213,Common up,Som,Pituitary,Unchanged
GeneUp214,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp215,Common up,Som,Pituitary,Unchanged
GeneUp216,Common up,Som,Pituitary,Unchanged
GeneUp217,Common up,Som,Pituitary,Unchanged
GeneUp218,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp219,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp220,Common up,Som,Pituitary,Unchanged
GeneUp221,Common up,Som,Pituitary,Unchanged
GeneUp222,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp223,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp224,Common up,Som,Pituitary,Unchanged
GeneUp225,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp226,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp227,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp228,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp229,Common up,Som,Pituitary,Unchanged
GeneUp230,Common up,Som,Pituitary,Unchanged
GeneUp231,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp232,Common up,Som,Pituitary,Unchanged
GeneUp233,Common up,Som,Pituitary,Unchanged
GeneUp234,Common up,Som,Pituitary,Unchanged
GeneUp235,Common up,Som,Pituitary,Unchanged
GeneUp236,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp237,Common up,Som,Pituitary,Unchanged
GeneUp238,Common up,Som,Pituitary,Unchanged
GeneUp239,Common up,Som,Pituitary,Unchanged
GeneUp240,Common up,Som,Pituitary,Unchanged
GeneUp241,Common up,Som,Pituitary,Unchanged
GeneUp242,Common up,Som,Pituitary,Unchanged
GeneUp243,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp244,Common up,Som,Pituitary,Unchanged
GeneUp245,Common up,Som,Pituitary,Unchanged
GeneUp246,Common up,Som,Pituitary,Unchanged
GeneUp247,Common up,Som,Pituitary,Unchanged
GeneUp248,Common up,Som,Pituitary,Unchanged
GeneUp249,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp250,Common up,Som,Pituitary,Unchanged
GeneUp251,Common up,Som,Pituitary,Unchanged
GeneUp252,Common up,Som,Pituitary,Unchanged
GeneUp253,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp254,Common up,Som,Pituitary,Unchanged
GeneUp255,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp256,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp257,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp258,Common up,Som,Pituitary,Unchanged
GeneUp259,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp260,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp261,Common up,Som,Pituitary,Unchanged
GeneUp262,Common up,Som,Pituitary,Unchanged
GeneUp263,Common up,Som,Pituitary,Unchanged
GeneUp264,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp265,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp266,Common up,Som,Pituitary,Unchanged
GeneUp267,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp268,Common up,Som,Pituitary,Unchanged
GeneUp269,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp270,Common up,Som,Pituitary,Unchanged
GeneUp271,Common up,Som,Pituitary,Unchanged
GeneUp272,Common up,Som,Pituitary,Unchanged
GeneUp273,Common up,Som,Pituitary,Unchanged
GeneUp274,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp275,Common up,Som,Pituitary,Unchanged
GeneUp276,Common up,Som,Pituitary,Unchanged
GeneUp277,Common up,Som,Pituitary,Unchanged
GeneUp278,Common up,Som,Pituitary,Unchanged
GeneUp279,Common up,Som,Pituitary,Unchanged
GeneUp280,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp281,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp282,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp283,Common up,Som,Pituitary,Unchanged
GeneUp284,Common up,Som,Pituitary,Unchanged
GeneUp285,Common up,Som,Pituitary,Unchanged
GeneUp286,Common up,Som,Pituitary,Unchanged
GeneUp287,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp288,Common up,Som,Pituitary,Unchanged
GeneUp289,Common up,Som,Pituitary,Unchanged
GeneUp290,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp291,Common up,Som,Pituitary,Unchanged
GeneUp292,Common up,Som,Pituitary,Unchanged
GeneUp293,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp294,Common up,Som,Pituitary,Unchanged
GeneUp295,Common up,Som,Pituitary,Unchanged
GeneUp296,Common up,Som,Pituitary,Unchanged
GeneUp297,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp298,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp299,Common up,Som,Pituitary,Unchanged
GeneUp300,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp301,Common up,Som,Pituitary,Unchanged
GeneUp302,Common up,Som,Pituitary,Unchanged
GeneUp303,Common up,Som,Pituitary,Unchanged
GeneUp304,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp305,Common up,Som,Pituitary,Unchanged
GeneUp306,Common up,Som,Pituitary,Unchanged
GeneUp307,Common up,Som,Pituitary,Unchanged
GeneUp308,Common up,Som,Pituitary,Unchanged
GeneUp309,Common up,Som,Pituitary,Unchanged
GeneUp310,Common up,Som,Pituitary,Unchanged
GeneUp311,Common up,Som,Pituitary,Unchanged
GeneUp312,Common up,Som,Pituitary,Unchanged
GeneUp313,Common up,Som,Pituitary,Unchanged
GeneUp314,Common up,Som,Pituitary,Unchanged
GeneUp315,Common up,Som,Pituitary,Unchanged
GeneUp316,Common up,Som,Pituitary,Unchanged
GeneUp317,Common up,Som,Pituitary,Unchanged
GeneUp318,Common up,Som,Pituitary,Unchanged
GeneUp319,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp320,Common up,Som,Pituitary,Unchanged
GeneUp321,Common up,Som,Pituitary,Unchanged
GeneUp322,Common up,Som,Pituitary,Unchanged
GeneUp323,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp324,Common up,Som,Pituitary,Unchanged
GeneUp325,Common up,Som,Pituitary,Unchanged
GeneUp326,Common up,Som,Pituitary,Unchanged
GeneUp327,Common up,Som,Pituitary,Unchanged
GeneUp328,Common up,Som,Pituitary,Unchanged
GeneUp329,Common up,Som,Pituitary,Unchanged
GeneUp330,Common up,Som,Pituitary,Unchanged
GeneUp331,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp332,Common up,Som,Pituitary,Unchanged
GeneUp333,Common up,Som,Pituitary,Unchanged
GeneUp334,Common up,Som,Pituitary,Unchanged
GeneUp335,Common up,Som,Pituitary,Unchanged
GeneUp336,Common up,Som,Pituitary,Unchanged
GeneUp337,Common up,Som,Pituitary,Unchanged
GeneUp338,Common up,Som,Pituitary,Unchanged
GeneUp339,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp340,Common up,Som,Pituitary,Unchanged
GeneUp341,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp342,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp343,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp344,Common up,Som,Pituitary,Unchanged
GeneUp345,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp346,Common up,Som,Pituitary,Unchanged
GeneUp347,Common up,Som,Pituitary,Unchanged
GeneUp348,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp349,Common up,Som,Pituitary,Unchanged
GeneUp350,Common up,Som,Pituitary,Unchanged
GeneUp351,Common up,Som,Pituitary,Unchanged
GeneUp352,Common up,Som,Pituitary,Unchanged
GeneUp353,Common up,Som,Pituitary,Unchanged
GeneUp354,Common up,Som,Pituitary,Unchanged
GeneUp355,Common up,Som,Pituitary,Unchanged
GeneUp356,Common up,Som,Pituitary,Unchanged
GeneUp357,Common up,Som,Pituitary,Unchanged
GeneUp358,Common up,Som,Pituitary,Unchanged
GeneUp359,Common up,Som,Pituitary,Unchanged
GeneUp360,Common up,Som,Pituitary,Unchanged
GeneUp361,Common up,Som,Pituitary,Unchanged
GeneUp362,Common up,Som,Pituitary,Unchanged
GeneUp363,Common up,Som,Pituitary,Unchanged
GeneUp364,Common up,Som,Pituitary,Unchanged
GeneUp365,Common up,Som,Pituitary,Unchanged
GeneUp366,Common up,Som,Pituitary,Unchanged
GeneUp367,Common up,Som,Pituitary,Unchanged
GeneUp368,Common up,Som,Pituitary,Unchanged
GeneUp369,Common up,Som,Pituitary,Unchanged
GeneUp370,Common up,Som,Pituitary,Unchanged
GeneUp371,Common up,Som,Pituitary,Unchanged
GeneUp372,Common up,Som,Pituitary,Unchanged
GeneUp373,Common up,Som,Pituitary,Unchanged
GeneUp374,Common up,Som,Pituitary,Unchanged
GeneUp375,Common up,Som,Pituitary,Unchanged
GeneUp376,Common up,Som,Pituitary,Unchanged
GeneUp377,Common up,Som,Pituitary,Unchanged
GeneUp378,Common up,Som,Pituitary,Unchanged
GeneUp379,Common up,Som,Pituitary,Unchanged
GeneUp380,Common up,Som,Pituitary,Unchanged
GeneUp381,Common up,Som,Pituitary,Downregulated in T1DM
GeneUp382,Common up,Som,Pituitary,Unchanged
GeneUp383,Common up,Som,Pituitary,Unchanged
GeneUp384,Common up,Som,Pituitary,Unchanged
GeneUp385,Common up,Som,Pituitary,Unchanged
GeneUp386,Common up,Som,Pituitary,Unchanged
GeneUp387,Common up,Som,Pituitary,Unchanged
GeneUp388,Common up,Som,Pituitary,Unchanged
GeneUp389,Common up,Som,Pituitary,Unchanged
GeneUp390,Common up,Som,Pituitary,Unchanged
GeneUp391,Common up,Som,Pituitary,Unchanged
GeneUp392,Common up,Som,Pituitary,Unchanged
GeneUp393,Common up,Som,Pituitary,Unchanged
GeneUp394,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp395,Common up,Som,Pituitary,Unchanged
GeneUp396,Common up,Som,Pituitary,Unchanged
GeneUp397,Common up,Som,Pituitary,Unchanged
GeneUp398,Common up,Som,Pituitary,Unchanged
GeneUp399,Common up,Som,Pituitary,Unchanged
GeneUp400,Common up,Som,Pituitary,Unchanged
GeneUp401,Common up,Som,Pituitary,Unchanged
GeneUp402,Common up,Som,Pituitary,Unchanged
GeneUp403,Common up,Som,Pituitary,Unchanged
GeneUp404,Common up,Som,Pituitary,Unchanged
GeneUp405,Common up,Som,Pituitary,Unchanged
GeneUp406,Common up,Som,Pituitary,Unchanged
GeneUp407,Common up,Som,Pituitary,Unchanged
GeneUp408,Common up,Som,Pituitary,Unchanged
GeneUp409,Common up,Som,Pituitary,Unchanged
GeneUp410,Common up,Som,Pituitary,Unchanged
GeneUp411,Common up,Som,Pituitary,Unchanged
GeneUp412,Common up,Som,Pituitary,Unchanged
GeneUp413,Common up,Som,Pituitary,Unchanged
GeneUp414,Common up,Som,Pituitary,Unchanged
GeneUp415,Common up,Som,Pituitary,Unchanged
GeneUp416,Common up,Som,Pituitary,Unchanged
GeneUp417,Common up,Som,Pituitary,Unchanged
GeneUp418,Common up,Som,Pituitary,Unchanged
GeneUp419,Common up,Som,Pituitary,Unchanged
GeneUp420,Common up,Som,Pituitary,Unchanged
GeneUp421,Common up,Som,Pituitary,Unchanged
GeneUp422,Common up,Som,Pituitary,Unchanged
GeneUp423,Common up,Som,Pituitary,Unchanged
GeneUp424,Common up,Som,Pituitary,Unchanged
GeneUp425,Common up,Som,Pituitary,Unchanged
GeneUp426,Common up,Som,Pituitary,Unchanged
GeneUp427,Common up,Som,Pituitary,Unchanged
GeneUp428,Common up,Som,Pituitary,Unchanged
GeneUp429,Common up,Som,Pituitary,Upregulated in T1DM
GeneUp430,Common up,Som,Pituitary,Unchanged
GeneUp431,Common up,Som,Pituitary,Unchanged
GeneUp432,Common up,Som,Pituitary,Unchanged
GeneUp433,Common up,Som,Pituitary,Unchanged
GeneUp434,Common up,Som,Pituitary,Unchanged
GeneUp435,Common up,Som,Pituitary,Unchanged
GeneUp436,Common up,Som,Pituitary,Unchanged
GeneUp437,Common up,Som,Pituitary,Unchanged
GeneUp438,Common up,Som,Pituitary,Unchanged
GeneUp001,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp002,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp003,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp004,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp005,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp006,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp007,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp008,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp009,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp010,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp011,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp012,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp013,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp014,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp015,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp016,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp017,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp018,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp019,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp020,Common up,PSC_Fol,Pituitary,Unchanged
GeneUp021,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp022,Common up,PSC_Fol,Pituitary,Unchanged
GeneUp023,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp024,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp025,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp026,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp027,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp028,Common up,PSC_Fol,Pituitary,Unchanged
GeneUp029,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp030,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp031,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp032,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp033,Common up,PSC_Fol,Pituitary,Unchanged
GeneUp034,Common up,PSC_Fol,Pituitary,Upregulated in T1DM
GeneUp035,Common up,PSC_Fol,Pituitary,Unchanged
