cell,UMAP_1,UMAP_2,celltype,group
l2442,-4.9952,3.6056,Neutrophil,Treat
l2443,-5.749,3.9738,Neutrophil,Control
l2444,-5.1997,3.554,Neutrophil,Control
l2445,-4.5486,4.4256,Neutrophil,Treat
l2446,-4.0482,4.011,Neutrophil,Control
l2447,-5.1379,2.4173,Neutrophil,Control
l2448,-3.243,2.6584,Neutrophil,Treat
l2449,-4.3842,3.8856,Neutrophil,Control
l2450,-4.3302,2.944,Neutrophil,Control
l2451,-4.5715,3.575,Neutrophil,Treat
l2452,-3.7281,4.7333,Neutrophil,Control
l2453,-4.7928,5.3368,Neutrophil,Control
l2454,-4.9945,4.1519,Neutrophil,Treat
l2455,-3.6389,3.5392,Neutrophil,Control
l2456,-5.1913,4.0495,Neutrophil,Control
l2457,-4.7963,4.4047,Neutrophil,Treat
l2458,-3.2599,4.2547,Neutrophil,Control
l2459,-4.1083,3.4714,Neutrophil,Control
l2460,-2.6422,3.8363,Neutrophil,Treat
l2461,-4.4198,4.4344,Neutrophil,Control
l2462,-4.9359,2.8351,Neutrophil,Control
l2463,-3.9026,4.1228,Neutrophil,Treat
l2464,-2.8595,4.0092,Neutrophil,Control
l2465,-4.6149,3.4357,Neutrophil,Control
l2466,-5.4508,4.867,Neutrophil,Treat
l2467,-4.9363,4.6614,Neutrophil,Control
l2468,-4.579,3.8223,Neutrophil,Control
l2469,-5.2373,3.4765,Neutrophil,Treat
l2470,-3.3779,3.794,Neutrophil,Control
l2471,-4.7761,3.1451,Neutrophil,Control
l2472,-4.4605,2.844,Neutrophil,Treat
l2473,-3.447,3.4015,Neutrophil,Control
l2474,-3.6724,5.4433,Neutrophil,Control
l2475,-5.606,4.4957,Neutrophil,Treat
l2476,-4.098,3.3366,Neutrophil,Control
l2477,-5.4953,4.0813,Neutrophil,Control
l2478,-3.6465,3.2901,Neutrophil,Treat
l2479,-3.632,3.5847,Neutrophil,Control
l2480,-5.7765,3.9827,Neutrophil,Control
l2481,-5.5382,5.0074,Neutrophil,Treat
l2482,-5.3188,3.8427,Neutrophil,Control
l2483,-7.2407,3.6841,Neutrophil,Control
l2484,-3.3277,3.1868,Neutrophil,Treat
l2485,-4.0502,2.4102,Neutrophil,Control
l2486,-5.0741,3.4667,Neutrophil,Control
l2487,-4.4501,3.642,Neutrophil,Treat
l2488,-4.9096,3.2756,Neutrophil,Control
l2489,-4.2838,2.7751,Neutrophil,Control
l2490,-4.7842,3.2846,Neutrophil,Treat
l2491,-5.1321,3.8532,Neutrophil,Control
l2492,-4.4394,4.8151,Neutrophil,Control
l2493,-3.2582,3.7417,Neutrophil,Treat
l2494,-5.5065,2.8982,Neutrophil,Control
l2495,-4.4392,3.3956,Neutrophil,Control
l2496,-5.401,4.1902,Neutrophil,Treat
l2497,-5.0731,4.1568,Neutrophil,Control
l2498,-5.0967,4.6617,Neutrophil,Control
l2499,-5.3914,4.9485,Neutrophil,Treat
l2500,-4.3161,2.6613,Neutrophil,Control
l2501,-2.8336,6.1159,B cell,Control
l2502,-5.9271,5.7952,B cell,Treat
l2503,-3.7115,5.4008,B cell,Control
l2504,-3.3636,6.1013,B cell,Control
l2505,-3.4066,4.986,B cell,Treat
l2506,-4.1715,4.9728,B cell,Control
l2507,-3.0929,4.8098,B cell,Control
l2508,-4.0285,5.434,B cell,Treat
l2509,-4.0226,4.9628,B cell,Control
l2510,-5.091,6.5687,B cell,Control
l2511,-4.1514,4.5419,B cell,Treat
l2512,-4.2004,3.4659,B cell,Control
l2513,-5.2236,5.3015,B cell,Control
l2514,-2.7942,4.8053,B cell,Treat
l2515,-3.3666,4.4087,B cell,Control
l2516,-2.3944,6.601,B cell,Control
l2517,-3.2977,5.0038,B cell,Treat
l2518,-4.1863,4.8947,B cell,Control
l2519,-3.5353,5.9234,B cell,Control
l2520,-3.7056,4.8804,B cell,Treat
l2521,-4.3345,5.5351,B cell,Control
l2522,-3.5439,5.6607,B cell,Control
l2523,-5.8739,4.7921,B cell,Treat
l2524,-3.2185,4.828,B cell,Control
l2525,-4.0672,5.4605,B cell,Control
l2526,-4.5347,4.9541,B cell,Treat
l2527,-3.5079,3.6751,B cell,Control
l2528,-4.9326,4.3374,B cell,Control
l2529,-3.3553,4.0699,B cell,Treat
l2530,-3.6363,4.8233,B cell,Control
l2531,-4.5914,5.7968,B cell,Control
l2532,-4.0241,6.1286,B cell,Treat
l2533,-4.7308,4.6384,B cell,Control
l2534,-3.3833,4.23,B cell,Control
l2535,-3.9545,4.4412,B cell,Treat
l2536,-3.2349,4.9392,B cell,Control
l2537,-3.4478,4.2558,B cell,Control
l2538,-3.4822,4.4368,B cell,Treat
l2539,-3.8519,5.7883,B cell,Control
l2540,-3.3626,5.5272,B cell,Control
l2541,-3.9219,5.7916,B cell,Treat
l2542,-4.9434,5.2227,B cell,Control
l2543,-3.3115,4.7094,B cell,Control
l2544,-2.6631,5.789,B cell,Treat
l2545,-4.6227,6.1829,B cell,Control
l2546,-4.1884,3.4493,B cell,Control
l2547,-3.7493,5.8518,B cell,Treat
l2548,-3.3737,5.0954,B cell,Control
l2549,-2.8097,4.5816,B cell,Control
l2550,-4.5133,5.8777,B cell,Treat
l2551,-3.143,4.5389,B cell,Control
l2552,-4.2238,4.3639,B cell,Control
l2553,-4.0716,5.5095,B cell,Treat
l2554,-4.6501,5.7604,B cell,Control
l2555,-4.3684,6.0699,B cell,Control
l2556,-3.6368,4.829,B cell,Treat
l2557,-4.1508,5.7592,B cell,Control
l2558,-4.5294,5.1634,B cell,Control
l2559,-4.9616,7.2831,B cell,Treat
l2560,-4.2786,5.052,B cell,Control
l2561,-2.8647,5.2492,B cell,Control
l2562,-4.7835,4.6675,B cell,Treat
l2563,-4.3384,4.9254,B cell,Control
l2564,-4.8508,4.552,B cell,Control
l2565,-2.7963,5.5729,B cell,Treat
l2566,-3.9709,5.8103,B cell,Control
l2567,-2.9093,6.0284,B cell,Control
l2568,-5.9487,6.4393,B cell,Treat
l2569,-3.8004,5.9534,B cell,Control
l2570,-3.8603,4.6241,B cell,Control
l2571,-4.6173,5.158,B cell,Treat
l2572,-3.7123,4.8906,B cell,Control
l2573,-2.7478,4.5375,B cell,Control
l2574,-3.8209,5.6907,B cell,Treat
l2575,-2.9654,5.4745,B cell,Control
l2576,-3.9,5.0416,B cell,Control
l2577,-3.8256,5.6743,B cell,Treat
l2578,-3.6876,5.0373,B cell,Control
l2579,-4.3639,4.1744,B cell,Control
l2580,-3.8834,5.4527,B cell,Treat
l2581,-4.7758,4.6573,B cell,Control
l2582,-5.2875,4.8001,B cell,Control
l2583,-3.7986,4.1791,B cell,Treat
l2584,-4.1125,4.6939,B cell,Control
l2585,-3.2267,4.8139,B cell,Control
l2586,-2.8013,4.9725,B cell,Treat
l2587,-3.5441,4.6052,B cell,Control
l2588,-2.4594,4.8755,B cell,Control
l2589,-3.1579,4.4142,B cell,Treat
l2590,-4.4784,5.0028,B cell,Control
l2591,-3.5833,4.6741,B cell,Control
l2592,-2.1352,4.5937,B cell,Treat
l2593,-4.4449,5.4276,B cell,Control
l2594,-2.9615,5.2892,B cell,Control
l2595,-4.3373,5.1332,B cell,Treat
l2596,-2.4865,5.0501,B cell,Control
l2597,-3.9326,5.54,B cell,Control
l2598,-3.9892,6.011,B cell,Treat
l2599,-4.2909,5.6368,B cell,Control
l2600,-3.3552,5.0231,B cell,Control
l2601,-4.7242,5.809,B cell,Treat
l2602,-3.4281,5.8154,B cell,Control
l2603,-3.7798,4.581,B cell,Control
l2604,-3.2345,4.8577,B cell,Treat
l2605,-4.0021,5.4597,B cell,Control
l2606,-3.7767,5.405,B cell,Control
l2607,-4.7496,5.1951,B cell,Treat
l2608,-4.0218,5.5842,B cell,Control
l2609,-3.1569,4.9657,B cell,Control
l2610,-3.2477,6.0197,B cell,Treat
l2611,-5.8163,5.0402,B cell,Control
l2612,-3.283,5.0153,B cell,Control
l2613,-2.9685,4.8601,B cell,Treat
l2614,-4.2142,5.848,B cell,Control
l2615,-3.4339,5.9907,B cell,Control
l2616,-3.7859,3.9453,B cell,Treat
l2617,-4.2708,4.2573,B cell,Control
l2618,-2.9694,4.4286,B cell,Control
l2619,-4.0982,5.5104,B cell,Treat
l2620,-4.5499,5.786,B cell,Control
l2621,-3.0726,5.5555,B cell,Control
l2622,-3.8099,4.4952,B cell,Treat
l2623,-4.7673,5.4068,B cell,Control
l2624,-4.9232,5.4005,B cell,Control
l2625,-4.7406,4.4466,B cell,Treat
l2626,-2.7427,4.9322,B cell,Control
l2627,-4.6929,7.4186,B cell,Control
l2628,-2.0137,6.1527,B cell,Treat
l2629,-2.7915,5.3765,B cell,Control
l2630,-3.7784,4.1417,B cell,Control
l2631,-4.9485,6.1497,B cell,Treat
l2632,-3.9487,3.4652,B cell,Control
l2633,-5.0047,5.8578,B cell,Control
l2634,-2.381,5.2782,B cell,Treat
l2635,-4.1409,6.137,B cell,Control
l2636,-3.7505,4.794,B cell,Control
l2637,-2.7987,5.0092,B cell,Treat
l2638,-2.1191,6.0805,B cell,Control
l2639,-4.755,6.7408,B cell,Control
l2640,-2.5682,4.2108,B cell,Treat
l2641,-4.0894,3.9107,B cell,Control
l2642,-2.9909,5.7598,B cell,Control
l2643,-3.6565,4.3968,B cell,Treat
l2644,-2.2392,5.0043,B cell,Control
l2645,-4.2329,4.653,B cell,Control
l2646,-3.6812,5.0768,B cell,Treat
l2647,-4.1511,4.6673,B cell,Control
l2648,-4.5875,5.5246,B cell,Control
l2649,-4.1129,4.2384,B cell,Treat
l2650,-3.4254,5.5525,B cell,Control
l2651,-4.7078,5.0175,B cell,Control
l2652,-3.951,4.5898,B cell,Treat
l2653,-4.76,6.8238,B cell,Control
l2654,-2.9793,4.2795,B cell,Control
l2655,-3.542,4.6618,B cell,Treat
l2656,-4.4458,5.4166,B cell,Control
l2657,-4.7506,4.8677,B cell,Control
l2658,-1.9888,5.4375,B cell,Treat
l2659,-3.5646,5.837,B cell,Control
l2660,-4.8271,4.6061,B cell,Control
l2661,-4.2049,5.5395,B cell,Treat
l2662,-2.6849,5.7172,B cell,Control
l2663,-5.5389,5.3066,B cell,Control
l2664,-3.5748,4.9167,B cell,Treat
l2665,-4.6184,4.996,B cell,Control
l2666,-2.4829,5.6218,B cell,Control
l2667,-3.252,5.0467,B cell,Treat
l2668,-3.0513,5.9538,B cell,Control
l2669,-4.2749,4.9798,B cell,Control
l2670,-3.3086,5.7323,B cell,Treat
l2671,-3.329,5.8834,B cell,Control
l2672,-4.6253,5.5436,B cell,Control
l2673,-5.4262,4.9137,B cell,Treat
l2674,-3.7178,5.4977,B cell,Control
l2675,-4.3126,4.9947,B cell,Control
l2676,-4.4515,4.9058,B cell,Treat
l2677,-4.764,5.9373,B cell,Control
l2678,-0.9835,5.2745,B cell,Control
l2679,-4.36,4.5054,B cell,Treat
l2680,-3.7239,3.7269,B cell,Control
l2681,-4.0004,5.5295,B cell,Control
l2682,-4.8,5.2808,B cell,Treat
l2683,-4.074,7.0024,B cell,Control
l2684,-2.1201,5.3301,B cell,Control
l2685,-6.3129,4.9178,B cell,Treat
l2686,-5.1079,6.0898,B cell,Control
l2687,-4.0574,3.8989,B cell,Control
l2688,-4.5464,5.5361,B cell,Treat
l2689,-4.673,5.289,B cell,Control
l2690,-3.3964,6.568,B cell,Control
l2691,-2.8487,6.0224,B cell,Treat
l2692,-4.205,5.2448,B cell,Control
l2693,-4.7862,4.9431,B cell,Control
l2694,-4.6748,5.167,B cell,Treat
l2695,-3.1304,5.138,B cell,Control
l2696,-3.4254,6.5821,B cell,Control
l2697,-3.0554,5.4364,B cell,Treat
l2698,-4.9915,6.5696,B cell,Control
l2699,-5.336,5.1005,B cell,Control
l2700,-4.2208,6.4901,B cell,Treat
l2701,-3.8193,4.88,B cell,Control
l2702,-3.5287,4.581,B cell,Control
l2703,-4.8215,5.431,B cell,Treat
l2704,-4.6004,5.6717,B cell,Control
l2705,-5.1796,5.8807,B cell,Control
l2706,-3.9563,4.3998,B cell,Treat
l2707,-4.4097,5.2047,B cell,Control
l2708,-3.5398,4.6523,B cell,Control
l2709,-4.6891,5.2335,B cell,Treat
l2710,-3.9923,5.2428,B cell,Control
l2711,-2.2487,5.8708,B cell,Control
l2712,-3.7487,6.3545,B cell,Treat
l2713,-3.4139,5.697,B cell,Control
l2714,-1.2224,5.455,B cell,Control
l2715,-3.7693,4.4088,B cell,Treat
l2716,-3.2216,4.5625,B cell,Control
l2717,-4.0895,6.4043,B cell,Control
l2718,-3.6867,4.5958,B cell,Treat
l2719,-3.1096,4.7928,B cell,Control
l2720,-3.1375,6.5542,B cell,Control
l2721,-2.5061,4.855,B cell,Treat
l2722,-3.8835,5.3178,B cell,Control
l2723,-2.9046,5.2254,B cell,Control
l2724,-3.5338,4.9974,B cell,Treat
l2725,-3.8989,5.8911,B cell,Control
l2726,-4.8359,5.2167,B cell,Control
l2727,-2.7337,5.2887,B cell,Treat
l2728,-2.9855,5.4598,B cell,Control
l2729,-3.3258,5.2663,B cell,Control
l2730,-3.6797,5.4252,B cell,Treat
l2731,-3.2965,4.5222,B cell,Control
l2732,-3.0074,5.3631,B cell,Control
l2733,-4.0058,5.0361,B cell,Treat
l2734,-3.4505,5.585,B cell,Control
l2735,-4.141,4.8972,B cell,Control
l2736,-3.1186,5.0381,B cell,Treat
l2737,-3.0734,5.702,B cell,Control
l2738,-4.9063,4.1136,B cell,Control
l2739,-2.58,5.0827,B cell,Treat
l2740,-3.4002,5.303,B cell,Control
l2741,-3.8875,4.7518,B cell,Control
l2742,-4.3197,5.3509,B cell,Treat
l2743,-3.2042,3.7507,B cell,Control
l2744,-4.9176,4.12,B cell,Control
l2745,-4.387,5.4074,B cell,Treat
l2746,-1.969,5.1992,B cell,Control
l2747,-4.6277,4.9341,B cell,Control
l2748,-4.3193,3.9525,B cell,Treat
l2749,-2.5516,5.8552,B cell,Control
l2750,-3.2437,5.546,B cell,Control
l2751,-3.8965,3.9582,B cell,Treat
l2752,-3.1067,5.5041,B cell,Control
l2753,-3.372,5.1078,B cell,Control
l2754,-4.9992,5.3173,B cell,Treat
l2755,-3.4289,6.6195,B cell,Control
l2756,-2.7715,4.6696,B cell,Control
l2757,-4.4903,5.4099,B cell,Treat
l2758,-3.7053,6.0354,B cell,Control
l2759,-1.8086,3.5636,B cell,Control
l2760,-3.4875,5.8108,B cell,Treat
l2761,-4.0632,4.9519,B cell,Control
l2762,-2.3638,5.7965,B cell,Control
l2763,-3.8234,5.0466,B cell,Treat
l2764,-2.6379,5.8719,B cell,Control
l2765,-2.3671,5.3869,B cell,Control
l2766,-3.9697,5.8923,B cell,Treat
l2767,-5.5072,5.9866,B cell,Control
l2768,-2.172,4.1459,B cell,Control
l2769,-4.2854,4.7634,B cell,Treat
l2770,-4.0164,6.1263,B cell,Control
l2771,-3.3942,4.1974,B cell,Control
l2772,-4.5849,5.5324,B cell,Treat
l2773,-3.9013,6.4644,B cell,Control
l2774,-5.8512,5.158,B cell,Control
l2775,-4.8476,5.7095,B cell,Treat
l2776,-4.2285,3.7717,B cell,Control
l2777,-3.5756,4.5208,B cell,Control
l2778,-3.6549,5.3886,B cell,Treat
l2779,-5.0558,4.5959,B cell,Control
l2780,-3.3417,5.6424,B cell,Control
l2781,-3.0833,5.365,B cell,Treat
l2782,-2.6705,4.911,B cell,Control
l2783,-3.9518,4.9011,B cell,Control
l2784,-3.9112,4.9664,B cell,Treat
l2785,-5.2158,5.741,B cell,Control
l2786,-4.2106,5.4818,B cell,Control
l2787,-3.7968,6.4464,B cell,Treat
l2788,-4.1905,4.5342,B cell,Control
l2789,-3.733,5.2053,B cell,Control
l2790,-4.0591,5.7471,B cell,Treat
l2791,-4.5598,5.6299,B cell,Control
l2792,-3.5687,4.7966,B cell,Control
l2793,-4.0672,4.3062,B cell,Treat
l2794,-4.4986,4.3593,B cell,Control
l2795,-4.2521,6.5377,B cell,Control
l2796,-4.9776,5.3474,B cell,Treat
l2797,-3.8484,4.1719,B cell,Control
l2798,-1.8713,6.635,B cell,Control
l2799,-4.066,4.6294,B cell,Treat
l2800,-3.8868,5.8543,B cell,Control
l2801,-4.2331,5.0379,B cell,Control
l2802,-3.6765,5.7897,B cell,Treat
l2803,-3.5024,4.8691,B cell,Control
l2804,-4.8103,5.2366,B cell,Control
l2805,-3.2261,6.6981,B cell,Treat
l2806,-5.3349,5.738,B cell,Control
l2807,-3.0539,5.36,B cell,Control
l2808,-4.01,4.4859,B cell,Treat
l2809,-3.4084,4.9144,B cell,Control
l2810,-4.1466,6.2869,B cell,Control
l2811,-4.1853,4.4469,B cell,Treat
l2812,-3.1192,5.0029,B cell,Control
l2813,-2.8553,5.0299,B cell,Control
l2814,-4.4159,4.5106,B cell,Treat
l2815,-3.0839,4.9941,B cell,Control
l2816,-4.1051,5.5094,B cell,Control
l2817,-1.8514,5.7926,B cell,Treat
l2818,-3.7264,4.1485,B cell,Control
l2819,-2.9488,5.7359,B cell,Control
l2820,-4.4651,3.4582,B cell,Treat
l2821,-5.3662,5.7849,B cell,Control
l2822,-3.413,4.4345,B cell,Control
l2823,-3.6124,5.3698,B cell,Treat
l2824,-3.2021,4.9579,B cell,Control
l2825,-3.1342,5.2155,B cell,Control
l2826,-4.7742,4.7507,B cell,Treat
l2827,-4.4884,5.2684,B cell,Control
l2828,-5.4837,5.5336,B cell,Control
l2829,-4.3845,5.4872,B cell,Treat
l2830,-3.695,3.7615,B cell,Control
l2831,-4.6412,6.7569,B cell,Control
l2832,-3.44,6.3975,B cell,Treat
l2833,-3.6154,5.8836,B cell,Control
l2834,-3.9975,5.2304,B cell,Control
l2835,-2.5713,4.9586,B cell,Treat
l2836,-2.5061,5.6835,B cell,Control
l2837,-2.9382,5.5841,B cell,Control
l2838,-3.0343,4.9015,B cell,Treat
l2839,-4.3669,5.0496,B cell,Control
l2840,-2.621,4.8928,B cell,Control
l2841,-2.4625,4.333,B cell,Treat
l2842,-5.003,4.6669,B cell,Control
l2843,-3.4692,5.5955,B cell,Control
l2844,-3.9746,4.5065,B cell,Treat
l2845,-3.8925,4.4024,B cell,Control
l2846,-3.8624,4.8145,B cell,Control
l2847,-3.5478,5.731,B cell,Treat
l2848,-2.9472,6.0306,B cell,Control
l2849,-3.3957,4.6483,B cell,Control
l2850,-4.093,4.7472,B cell,Treat
l2851,-3.324,6.0963,B cell,Control
l2852,-3.8299,6.2055,B cell,Control
l2853,-4.6419,5.8331,B cell,Treat
l2854,-4.1701,5.4793,B cell,Control
l2855,-5.1412,5.2956,B cell,Control
l2856,-4.3049,4.9943,B cell,Treat
l2857,-4.3481,5.2491,B cell,Control
l2858,-4.7092,4.3922,B cell,Control
l2859,-3.8544,5.6784,B cell,Treat
l2860,-3.7615,5.5597,B cell,Control
l2861,-3.2019,5.0754,B cell,Control
l2862,-2.9853,4.7038,B cell,Treat
l2863,-4.1242,6.4055,B cell,Control
l2864,-5.377,4.8326,B cell,Control
l2865,-3.2658,4.4393,B cell,Treat
l2866,-3.5285,4.5833,B cell,Control
l2867,-4.0522,6.1288,B cell,Control
l2868,-2.9941,5.1999,B cell,Treat
l2869,-3.3735,3.91,B cell,Control
l2870,-4.194,4.4324,B cell,Control
l2871,-3.6131,5.7289,B cell,Treat
l2872,-3.1742,6.9681,B cell,Control
l2873,-2.2573,4.2993,B cell,Control
l2874,-3.7534,6.6651,B cell,Treat
l2875,-3.9693,4.3307,B cell,Control
l2876,-4.8239,5.9924,B cell,Control
l2877,-3.5568,4.5101,B cell,Treat
l2878,-3.9978,4.8267,B cell,Control
l2879,-2.3315,4.536,B cell,Control
l2880,-3.6489,5.3197,B cell,Treat
l2881,-3.6025,6.0307,B cell,Control
l2882,-4.6073,5.0417,B cell,Control
l2883,-4.5631,6.1798,B cell,Treat
l2884,-2.078,5.9739,B cell,Control
l2885,-3.5151,4.776,B cell,Control
l2886,-5.2814,5.5905,B cell,Treat
l2887,-4.5375,5.7358,B cell,Control
l2888,-2.9102,6.1011,B cell,Control
l2889,-2.3777,5.0575,B cell,Treat
l2890,-3.4879,3.4048,B cell,Control
l2891,-3.8498,4.5888,B cell,Control
l2892,-3.3892,7.8,B cell,Treat
l2893,-3.8611,4.8654,B cell,Control
l2894,-2.7876,5.8997,B cell,Control
l2895,-3.8249,5.3382,B cell,Treat
l2896,-3.613,5.2144,B cell,Control
l2897,-2.7858,5.4474,B cell,Control
l2898,-3.4536,4.2732,B cell,Treat
l2899,-3.4439,5.8055,B cell,Control
l2900,-4.0994,5.3651,B cell,Control
l2901,-1.6996,4.5249,B cell,Treat
l2902,-3.8562,4.9847,B cell,Control
l2903,-2.1351,4.962,B cell,Control
l2904,-2.1047,6.4978,B cell,Treat
l2905,-4.0954,5.4825,B cell,Control
l2906,-3.5978,5.7295,B cell,Control
l2907,-3.0717,5.4614,B cell,Treat
l2908,-3.1865,5.8901,B cell,Control
l2909,-4.0076,5.4437,B cell,Control
l2910,-4.0629,5.7732,B cell,Treat
l2911,-3.3799,4.6491,B cell,Control
l2912,-4.3298,5.5075,B cell,Control
l2913,-3.9726,4.9344,B cell,Treat
l2914,-3.7762,5.482,B cell,Control
l2915,-4.8313,4.3075,B cell,Control
l2916,-3.1682,4.7941,B cell,Treat
l2917,-2.6163,5.9357,B cell,Control
l2918,-3.9321,5.4011,B cell,Control
l2919,-5.2275,5.2192,B cell,Treat
l2920,-2.3258,4.5248,B cell,Control
l2921,-3.5441,5.5102,B cell,Control
l2922,-3.5442,5.0369,B cell,Treat
l2923,-3.6859,5.6601,B cell,Control
l2924,-3.3623,3.9825,B cell,Control
l2925,-4.3449,4.5947,B cell,Treat
l2926,-1.7186,4.4449,B cell,Control
l2927,-3.2952,6.9237,B cell,Control
l2928,-3.2448,5.2293,B cell,Treat
l2929,-3.6233,6.1519,B cell,Control
l2930,-4.7015,4.7157,B cell,Control
l2931,-3.9837,5.114,B cell,Treat
l2932,-4.9222,4.3185,B cell,Control
l2933,-4.5993,4.2965,B cell,Control
l2934,-4.0237,4.6196,B cell,Treat
l2935,-4.6741,5.1999,B cell,Control
l2936,-4.2457,5.5221,B cell,Control
l2937,-1.9754,4.6213,B cell,Treat
l2938,-4.4989,3.8461,B cell,Control
l2939,-3.8454,5.5559,B cell,Control
l2940,-4.9762,5.9894,B cell,Treat
l2941,-4.0151,3.8188,B cell,Control
l2942,-3.0323,5.8978,B cell,Control
l2943,-3.298,6.6234,B cell,Treat
l2944,-4.6085,5.8848,B cell,Control
l2945,-3.2516,5.5769,B cell,Control
l2946,-3.1702,5.05,B cell,Treat
l2947,-5.1297,5.7874,B cell,Control
l2948,-4.0063,4.3935,B cell,Control
l2949,-3.8833,6.88,B cell,Treat
l2950,-2.2547,5.3313,B cell,Control
l2951,-4.6231,5.7381,B cell,Control
l2952,-4.6583,5.1422,B cell,Treat
l2953,-4.32,3.749,B cell,Control
l2954,-3.3128,7.087,B cell,Control
l2955,-3.0289,5.7483,B cell,Treat
l2956,-3.9283,4.403,B cell,Control
l2957,-4.3829,4.0326,B cell,Control
l2958,-3.6128,4.6924,B cell,Treat
l2959,-3.5253,5.0479,B cell,Control
l2960,-3.1448,4.207,B cell,Control
l2961,-2.9743,4.2988,B cell,Treat
l2962,-3.7551,5.4002,B cell,Control
l2963,-4.2953,4.6604,B cell,Control
l2964,-3.2992,4.6333,B cell,Treat
l2965,-2.6127,3.635,B cell,Control
l2966,-3.5972,5.8274,B cell,Control
l2967,-3.1114,5.2533,B cell,Treat
l2968,-3.9471,5.0074,B cell,Control
l2969,-5.4822,5.7018,B cell,Control
l2970,-4.3909,6.3323,B cell,Treat
l2971,-2.9541,4.7636,B cell,Control
l2972,-3.9472,4.7499,B cell,Control
l2973,-3.7324,3.9135,B cell,Treat
l2974,-3.2835,5.2915,B cell,Control
l2975,-4.0047,5.5462,B cell,Control
l2976,-3.8358,5.2845,B cell,Treat
l2977,-3.016,5.2543,B cell,Control
l2978,-2.2878,6.0218,B cell,Control
l2979,-3.1091,4.9837,B cell,Treat
l2980,-3.8855,5.6369,B cell,Control
l2981,-4.6045,4.2671,B cell,Control
l2982,-4.4066,4.9149,B cell,Treat
l2983,-4.0682,4.8486,B cell,Control
l2984,-4.0141,5.1418,B cell,Control
l2985,-5.168,4.5744,B cell,Treat
l2986,-2.9192,5.2932,B cell,Control
l2987,-4.5455,5.4541,B cell,Control
l2988,-2.8798,5.0748,B cell,Treat
l2989,-3.0764,5.4283,B cell,Control
l2990,-5.0531,4.779,B cell,Control
l2991,-2.8282,6.0387,B cell,Treat
l2992,-5.233,5.2908,B cell,Control
l2993,-3.2722,6.9197,B cell,Control
l2994,-3.454,5.7286,B cell,Treat
l2995,-4.434,4.0064,B cell,Control
l2996,-3.4421,4.0074,B cell,Control
l2997,-5.361,4.1206,B cell,Treat
l2998,-3.5598,5.2464,B cell,Control
l2999,-4.5213,4.7306,B cell,Control
l3000,-4.6566,3.9453,B cell,Treat
l3001,-4.3741,5.1694,B cell,Control
l3002,-3.1483,4.9975,B cell,Control
l3003,-3.804,5.1935,B cell,Treat
l3004,-3.3587,4.5376,B cell,Control
l3005,-3.537,4.7237,B cell,Control
l3006,-2.8832,4.6613,B cell,Treat
l3007,-3.6048,5.4354,B cell,Control
l3008,-4.4819,5.8051,B cell,Control
l3009,-3.2712,6.2198,B cell,Treat
l3010,-2.7898,5.8581,B cell,Control
l3011,-3.2042,5.2787,B cell,Control
l3012,-3.0396,4.0567,B cell,Treat
l3013,-4.4769,3.9482,B cell,Control
l3014,-3.5992,4.5913,B cell,Control
l3015,-3.927,5.0536,B cell,Treat
l3016,-5.3405,4.8131,B cell,Control
l3017,-4.7023,4.5264,B cell,Control
l3018,-5.2356,5.5968,B cell,Treat
l3019,-3.6124,4.7069,B cell,Control
l3020,-3.4498,5.4699,B cell,Control
l3021,-4.0499,4.9044,B cell,Treat
l3022,-4.2876,6.0338,B cell,Control
l3023,-4.2512,6.8034,B cell,Control
l3024,-3.6253,4.8086,B cell,Treat
l3025,-3.097,5.7086,B cell,Control
l3026,-3.5617,5.0114,B cell,Control
l3027,-3.9146,6.146,B cell,Treat
l3028,-4.0588,5.5237,B cell,Control
l3029,-2.9436,4.8809,B cell,Control
l3030,-3.4499,6.2662,B cell,Treat
l3031,-3.6738,6.8375,B cell,Control
l3032,-3.4774,5.6198,B cell,Control
l3033,-3.9806,3.664,B cell,Treat
l3034,-4.3416,4.7161,B cell,Control
l3035,-5.5477,5.7124,B cell,Control
l3036,-4.5429,6.7466,B cell,Treat
l3037,-4.6264,5.9283,B cell,Control
l3038,-3.4288,5.0449,B cell,Control
l3039,-3.6179,5.0426,B cell,Treat
l3040,-5.0395,4.7551,B cell,Control
l3041,-3.9261,6.0262,B cell,Control
l3042,-3.2804,5.994,B cell,Treat
l3043,-4.3044,4.8393,B cell,Control
l3044,-3.4339,5.5861,B cell,Control
l3045,-5.1281,5.1527,B cell,Treat
l3046,-4.684,5.0902,B cell,Control
l3047,-5.3107,5.7116,B cell,Control
l3048,-3.2228,5.3849,B cell,Treat
l3049,-3.6626,5.8214,B cell,Control
l3050,-3.1921,4.0575,B cell,Control
l3051,-4.4488,4.0253,B cell,Treat
l3052,-3.7895,4.8024,B cell,Control
l3053,-2.2228,5.5034,B cell,Control
l3054,-2.5342,5.5664,B cell,Treat
l3055,-3.8786,4.4148,B cell,Control
l3056,-2.7214,4.9666,B cell,Control
l3057,-4.5127,6.3829,B cell,Treat
l3058,-3.806,5.0495,B cell,Control
l3059,-3.4235,4.5547,B cell,Control
l3060,-3.5462,5.5761,B cell,Treat
l3061,-3.5881,5.9611,B cell,Control
l3062,-3.189,5.162,B cell,Control
l3063,-4.8943,4.8914,B cell,Treat
l3064,-5.3749,5.5678,B cell,Control
