"gene","avg_log2FC","pct.1","pct.2","pct_diff","p_val","p_val_adj","sig","size_value","source","nudge_x","nudge_y"
"bg506",-0.633151582289801,0.255392856371083,0.444607143628917,-0.189214287257834,0.313436441396829,1,"NS",0.189214287257834,"background",NA,NA
"bg507",0.0428809211871973,0.315049640806029,0.384950359193971,-0.0699007183879414,0.795276856450364,1,"NS",0.0699007183879414,"background",NA,NA
"bg508",-2.53506006555406,0.169856270528768,0.530143729471232,-0.360287458942464,0.644732852149056,1,"NS",0.360287458942464,"background",NA,NA
"bg509",4.05472438624587,0.596637150263412,0.103362849736587,0.493274300526825,0.318822888730094,1,"NS",0.493274300526825,"background",NA,NA
"bg510",5.81863372684079,0.598102737003591,0.101897262996409,0.496205474007181,0.279320682211546,1,"NS",0.496205474007181,"background",NA,NA
"bg511",2.23866363189641,0.45390055526726,0.24609944473274,0.207801110534519,0.479697235621978,1,"NS",0.207801110534519,"background",NA,NA
"bg512",-0.0320199073310246,0.237624922768317,0.462375077231682,-0.224750154463365,0.570801393664209,1,"NS",0.224750154463365,"background",NA,NA
"bg513",7.92397056039098,0.617768903554891,0.0822310964451086,0.535537807109783,0.4397775898166,1,"NS",0.535537807109783,"background",NA,NA
"bg514",-3.80292624539213,0.0859538496299439,0.614046150370056,-0.528092300740112,0.0333904689757619,0.267123751806095,"NS",0.528092300740112,"background",NA,NA
"bg515",0.293409063603824,0.496143950404896,0.203856049595104,0.292287900809792,0.304517049232498,1,"NS",0.292287900809792,"background",NA,NA
"bg516",5.04747019404825,0.582503035147226,0.117496964852774,0.465006070294453,0.165085687588435,1,"NS",0.465006070294453,"background",NA,NA
"bg517",-5.0863083821415,0.0879864100776797,0.61201358992232,-0.524027179844641,0.46053625435126,1,"NS",0.524027179844641,"background",NA,NA
"bg518",-4.63858342647586,0.10335157331053,0.59664842668947,-0.49329685337894,0.710793071393389,1,"NS",0.49329685337894,"background",NA,NA
"bg519",0.113601292147828,0.347847972633874,0.352152027366126,-0.00430405473225131,0.358405159192858,1,"NS",0.00430405473225131,"background",NA,NA
"bg520",-2.86260672269611,0.254096653643834,0.445903346356166,-0.191806692712333,0.774868268571561,1,"NS",0.191806692712333,"background",NA,NA
"bg521",-0.0114494045234494,0.286680533315134,0.413319466684866,-0.126638933369732,0.246184479184914,1,"NS",0.126638933369732,"background",NA,NA
"bg522",-4.35849030633715,0.183750265392005,0.516249734607995,-0.332499469215989,0.483283247479238,1,"NS",0.332499469215989,"background",NA,NA
"bg523",0.218069942395797,0.462798532062052,0.237201467937948,0.225597064124104,0.591929953926243,1,"NS",0.225597064124104,"background",NA,NA
"bg524",2.8723327607386,0.503629424830444,0.196370575169556,0.307258849660887,0.638765353453113,1,"NS",0.307258849660887,"background",NA,NA
"bg525",4.92256454696391,0.607654232492998,0.0923457675070016,0.515308464985997,0.179126790232956,1,"NS",0.515308464985997,"background",NA,NA
"bg526",0.959357422124038,0.310759133612945,0.389240866387055,-0.0784817327741094,0.460107116275933,1,"NS",0.0784817327741094,"background",NA,NA
"bg527",-1.83561364932386,0.307799128719156,0.392200871280844,-0.0844017425616882,0.737383483955404,1,"NS",0.0844017425616882,"background",NA,NA
"bg528",-2.04529009172112,0.272224674393342,0.427775325606658,-0.155550651213315,0.7452554622998,1,"NS",0.155550651213315,"background",NA,NA
"bg529",2.17964798324879,0.561286035758437,0.138713964241563,0.422572071516873,0.588377516695298,1,"NS",0.422572071516873,"background",NA,NA
"bg530",-1.62792380872834,0.207946747196787,0.492053252803213,-0.284106505606426,0.693596385468729,1,"NS",0.284106505606426,"background",NA,NA
"bg531",1.20660505883192,0.263842862768192,0.436157137231808,-0.172314274463615,0.296945642466424,1,"NS",0.172314274463615,"background",NA,NA
"bg532",1.57439131236899,0.314635979637925,0.385364020362075,-0.0707280407241492,0.575474664165638,1,"NS",0.0707280407241492,"background",NA,NA
"bg533",-1.08204223516514,0.363501160765532,0.336498839234468,0.0270023215310632,0.436813754416304,1,"NS",0.0270023215310632,"background",NA,NA
"bg534",-3.49326387275143,0.194260218054927,0.505739781945073,-0.311479563890146,0.721819131742232,1,"NS",0.311479563890146,"background",NA,NA
"bg535",3.30017280502448,0.499659109752591,0.200340890247409,0.299318219505183,0.302007853874937,1,"NS",0.299318219505183,"background",NA,NA
"bg536",2.89253881293543,0.479784192161915,0.220215807838085,0.259568384323831,0.663360801671632,1,"NS",0.259568384323831,"background",NA,NA
"bg537",4.55805352679899,0.54080543778734,0.15919456221266,0.381610875574681,0.366191228105454,1,"NS",0.381610875574681,"background",NA,NA
"bg538",-0.871927970967936,0.382499712074352,0.317500287925648,0.0649994241487042,0.556201538716909,1,"NS",0.0649994241487042,"background",NA,NA
"bg539",0.112164054689657,0.28823778637204,0.41176221362796,-0.123524427255919,0.491857707507908,1,"NS",0.123524427255919,"background",NA,NA
"bg540",-2.00342153364552,0.130466772180235,0.569533227819765,-0.43906645563953,0.657489269466372,1,"NS",0.43906645563953,"background",NA,NA
"bg541",-2.1564117990806,0.239172952086292,0.460827047913708,-0.221654095827417,0.0124723704508506,0.0997789636068046,"NS",0.221654095827417,"background",NA,NA
"bg542",0.0671866653748656,0.225956535684668,0.474043464315332,-0.248086928630665,0.134558480709093,1,"NS",0.248086928630665,"background",NA,NA
"bg543",-1.61596089122127,0.147928295918921,0.552071704081079,-0.404143408162157,0.16804910981236,1,"NS",0.404143408162157,"background",NA,NA
"bg544",-0.3140709568792,0.28303375661213,0.41696624338787,-0.133932486775739,0.365859754245961,1,"NS",0.133932486775739,"background",NA,NA
"bg545",-2.81276853060493,0.15911142154251,0.54088857845749,-0.381777156914981,0.30797290830058,1,"NS",0.381777156914981,"background",NA,NA
"bg546",-2.61632404116775,0.188950875657515,0.511049124342485,-0.322098248684971,0.0570667897076346,0.456534317661077,"NS",0.322098248684971,"background",NA,NA
"bg547",-2.41105857090752,0.209716522647984,0.490283477352016,-0.280566954704032,0.370724502323195,1,"NS",0.280566954704032,"background",NA,NA
"bg548",1.99045892564309,0.454498943415617,0.245501056584383,0.208997886831233,0.243272640570533,1,"NS",0.208997886831233,"background",NA,NA
"bg549",-0.161002503790606,0.266167699981139,0.433832300018861,-0.167664600037721,0.676510402162559,1,"NS",0.167664600037721,"background",NA,NA
"bg550",2.56442769641975,0.421537202321743,0.278462797678256,0.143074404643487,0.733492228706135,1,"NS",0.143074404643487,"background",NA,NA
"bg551",5.74494513934395,0.559537185577275,0.140462814422725,0.41907437115455,0.379166875949362,1,"NS",0.41907437115455,"background",NA,NA
"bg552",6.26080568052217,0.618670272513427,0.0813297274865735,0.537340545026853,0.30238225715002,1,"NS",0.537340545026853,"background",NA,NA
"bg553",-0.787861531517847,0.257668175123609,0.442331824876391,-0.184663649752782,0.692860116709955,1,"NS",0.184663649752782,"background",NA,NA
"bg554",-0.862247667781026,0.236126115464208,0.463873884535792,-0.227747769071585,0.373733375622192,1,"NS",0.227747769071585,"background",NA,NA
"bg555",-0.545964983602428,0.291815574700894,0.408184425299106,-0.116368850598212,0.618948732532095,1,"NS",0.116368850598212,"background",NA,NA
"bg556",-3.88474731974057,0.209889473540681,0.490110526459319,-0.280221052918639,0.198760773059679,1,"NS",0.280221052918639,"background",NA,NA
"bg557",9.45048160022136,0.628504489349321,0.0714955106506793,0.557008978698641,0.334645657927962,1,"NS",0.557008978698641,"background",NA,NA
"bg558",2.58663978873606,0.479664626396454,0.220335373603546,0.259329252792909,0.789129745837534,1,"NS",0.259329252792909,"background",NA,NA
"bg559",4.37705407994683,0.597202193904018,0.102797806095981,0.494404387808037,0.673214058752637,1,"NS",0.494404387808037,"background",NA,NA
"bg560",-2.01233494788607,0.205108785731062,0.494891214268938,-0.289782428537877,0.233350976290647,1,"NS",0.289782428537877,"background",NA,NA
"bg561",4.96949364079264,0.624354859388912,0.0756451406110882,0.548709718777824,0.0524403331493959,0.419522665195167,"NS",0.548709718777824,"background",NA,NA
"bg562",-3.05235296717222,0.237042635416199,0.462957364583801,-0.225914729167603,0.58942365880264,1,"NS",0.225914729167603,"background",NA,NA
"bg563",-0.757872518651601,0.395215649313066,0.304784350686934,0.0904312986261314,0.0280443512653001,0.224354810122401,"NS",0.0904312986261314,"background",NA,NA
"bg564",-1.32639402003289,0.257606639821466,0.442393360178534,-0.184786720357068,0.315976010147482,1,"NS",0.184786720357068,"background",NA,NA
"bg565",1.02345636571121,0.358561672323361,0.341438327676639,0.0171233446467212,0.759660579838092,1,"NS",0.0171233446467212,"background",NA,NA
"bg566",1.47591712675614,0.386432524380178,0.313567475619822,0.072865048760356,0.433019955585478,1,"NS",0.072865048760356,"background",NA,NA
"bg567",2.40750622618251,0.465390429766631,0.234609570233369,0.230780859533262,0.741774929663399,1,"NS",0.230780859533262,"background",NA,NA
"bg568",6.63350868019072,0.594278441830729,0.105721558169271,0.488556883661459,0.240383818168193,1,"NS",0.488556883661459,"background",NA,NA
"bg569",0.927815064091257,0.537468813097244,0.162531186902756,0.374937626194489,0.1760364400791,1,"NS",0.374937626194489,"background",NA,NA
"bg570",3.14957305533375,0.472669371754373,0.227330628245627,0.245338743508746,0.452357704162598,1,"NS",0.245338743508746,"background",NA,NA
"bg571",-0.360917809320255,0.418489240497174,0.281510759502826,0.136978480994348,0.289633771293564,1,"NS",0.136978480994348,"background",NA,NA
"bg572",-3.96703286005919,0.170164676555511,0.529835323444489,-0.359670646888978,0.0497493705118541,0.397994964094833,"NS",0.359670646888978,"background",NA,NA
"bg573",2.80866559345908,0.588534381257491,0.111465618742509,0.477068762514982,0.460460749857593,1,"NS",0.477068762514982,"background",NA,NA
"bg574",0.867973693205003,0.315719058089072,0.384280941910928,-0.0685618838218555,0.352754917443031,1,"NS",0.0685618838218555,"background",NA,NA
"bg575",-1.23849043465092,0.250949661102801,0.449050338897199,-0.198100677794397,0.637776401206153,1,"NS",0.198100677794397,"background",NA,NA
"bg576",3.46053817717376,0.506527203060926,0.193472796939074,0.313054406121852,0.126775739531266,1,"NS",0.313054406121852,"background",NA,NA
"bg577",-0.0256211240790032,0.348794222157161,0.351205777842839,-0.00241155568567768,0.708266452866374,1,"NS",0.00241155568567768,"background",NA,NA
"bg578",-3.1677151359534,0.135358201498843,0.564641798501157,-0.429283597002314,0.671320953081362,1,"NS",0.429283597002314,"background",NA,NA
"bg579",1.06930705268777,0.323445500052611,0.376554499947389,-0.0531089998947784,0.776643423643894,1,"NS",0.0531089998947784,"background",NA,NA
"bg580",3.07924149503661,0.504609237148302,0.195390762851697,0.309218474296605,0.323099651857745,1,"NS",0.309218474296605,"background",NA,NA
"bg581",-3.25821048229566,0.111030160948309,0.588969839051691,-0.477939678103382,0.74577871008357,1,"NS",0.477939678103382,"background",NA,NA
"bg582",5.90302530769723,0.628679903295254,0.0713200967047455,0.557359806590509,0.519120009215781,1,"NS",0.557359806590509,"background",NA,NA
"bg583",4.24064537780339,0.491810608792833,0.208189391207167,0.283621217585666,0.703946800133912,1,"NS",0.283621217585666,"background",NA,NA
"bg584",6.48976238914268,0.632203108390315,0.0677968916096853,0.56440621678063,0.720790715105832,1,"NS",0.56440621678063,"background",NA,NA
"bg585",0.647650514113669,0.38030635774091,0.31969364225909,0.060612715481821,0.72518819847214,1,"NS",0.060612715481821,"background",NA,NA
"bg586",-1.61995224546837,0.22673750626822,0.47326249373178,-0.24652498746356,0.600999544723891,1,"NS",0.24652498746356,"background",NA,NA
"bg587",3.92063687595728,0.562670345509971,0.137329654490029,0.425340691019942,0.177434330336982,1,"NS",0.425340691019942,"background",NA,NA
"bg588",-3.58588289115537,0.0692024588175364,0.630797541182464,-0.561595082364927,0.165326369986637,1,"NS",0.561595082364927,"background",NA,NA
"bg589",4.44213190864439,0.565893146703503,0.134106853296497,0.431786293407005,0.673490883200429,1,"NS",0.431786293407005,"background",NA,NA
"bg590",2.75923448383763,0.460263902124364,0.239736097875636,0.220527804248729,0.0472028490130324,0.377622792104259,"NS",0.220527804248729,"background",NA,NA
"bg591",-1.57437614498724,0.199170762527368,0.500829237472632,-0.301658474945265,0.515443201060407,1,"NS",0.301658474945265,"background",NA,NA
"bg592",0.755512469551212,0.411245753932304,0.288754246067696,0.122491507864608,0.112372419989202,0.898979359913617,"NS",0.122491507864608,"background",NA,NA
"bg593",-1.93279002664363,0.20954053235128,0.49045946764872,-0.280918935297439,0.713029645317001,1,"NS",0.280918935297439,"background",NA,NA
"bg594",6.07994652960237,0.608344097777635,0.0916559022223654,0.516688195555269,0.57694166407804,1,"NS",0.516688195555269,"background",NA,NA
"bg595",-0.930369360710837,0.405119712158244,0.294880287841756,0.110239424316487,0.0179160186203662,0.14332814896293,"NS",0.110239424316487,"background",NA,NA
"bg596",0.525794424014901,0.355921803617743,0.344078196382257,0.0118436072354867,0.183338815078605,1,"NS",0.0118436072354867,"background",NA,NA
"bg597",3.62354712998301,0.519259004020479,0.180740995979521,0.338518008040958,0.443765308633214,1,"NS",0.338518008040958,"background",NA,NA
"bg598",-3.59218909900825,0.141597206290609,0.558402793709391,-0.416805587418783,0.456032933281036,1,"NS",0.416805587418783,"background",NA,NA
"bg599",-5.69795521259411,0.103536725680588,0.596463274319412,-0.492926548638825,0.139026674718596,1,"NS",0.492926548638825,"background",NA,NA
"bg600",-3.19036828294952,0.200399981412341,0.499600018587658,-0.299200037175317,0.262832370338729,1,"NS",0.299200037175317,"background",NA,NA
"bg601",4.75229880494169,0.564337806714694,0.135662193285306,0.428675613429389,0.688711236784933,1,"NS",0.428675613429389,"background",NA,NA
"bg602",4.76797396839703,0.613999081671645,0.0860009183283547,0.527998163343291,0.329234859047225,1,"NS",0.527998163343291,"background",NA,NA
"bg603",-3.66555568321368,0.148233458780416,0.551766541219584,-0.403533082439169,0.756594992175698,1,"NS",0.403533082439169,"background",NA,NA
"bg604",-0.944819690343623,0.173464438314592,0.526535561685407,-0.353071123370815,0.639744001591113,1,"NS",0.353071123370815,"background",NA,NA
"bg605",-3.02927975911562,0.31078702257047,0.38921297742953,-0.078425954859061,0.470618877523113,1,"NS",0.078425954859061,"background",NA,NA
"bg606",1.80737459697354,0.396312244472042,0.303687755527958,0.0926244889440849,0.653261821291875,1,"NS",0.0926244889440849,"background",NA,NA
"bg607",-2.81278454808201,0.205942794361951,0.494057205638049,-0.288114411276098,0.631010385503527,1,"NS",0.288114411276098,"background",NA,NA
"bg608",2.7874229307434,0.467767215425581,0.232232784574419,0.235534430851162,0.045569811915746,0.364558495325968,"NS",0.235534430851162,"background",NA,NA
"bg609",-1.34979634654887,0.253691102872214,0.446308897127786,-0.192617794255571,0.198247076700674,1,"NS",0.192617794255571,"background",NA,NA
"bg610",2.68641578578214,0.394802078165389,0.305197921834611,0.0896041563307778,0.104089897250291,0.832719178002328,"NS",0.0896041563307778,"background",NA,NA
"bg611",-1.67204924436016,0.181622890015356,0.518377109984644,-0.336754219969289,0.285175822420977,1,"NS",0.336754219969289,"background",NA,NA
"bg612",-0.72201142321111,0.281206618387848,0.418793381612152,-0.137586763224303,0.627954896385083,1,"NS",0.137586763224303,"background",NA,NA
"bg613",0.0288462626056594,0.346441995543461,0.353558004456539,-0.00711600891307793,0.547937341029057,1,"NS",0.00711600891307793,"background",NA,NA
"bg614",4.57247880643474,0.6498301074327,0.0501698925673004,0.599660214865399,0.429144730686443,1,"NS",0.599660214865399,"background",NA,NA
"bg615",3.87954048468396,0.530308585248174,0.169691414751826,0.360617170496348,0.713878277399112,1,"NS",0.360617170496348,"background",NA,NA
"bg616",-3.92042802335961,0.106331963732475,0.593668036267525,-0.48733607253505,0.546230856948532,1,"NS",0.48733607253505,"background",NA,NA
"bg617",2.45144936297765,0.428320294059455,0.271679705940545,0.15664058811891,0.790875656543067,1,"NS",0.15664058811891,"background",NA,NA
"bg618",1.23448436145429,0.422672145425263,0.277327854574737,0.145344290850526,0.780070804795716,1,"NS",0.145344290850526,"background",NA,NA
"bg619",-0.884886165057954,0.340644081388795,0.359355918611205,-0.0187118372224108,0.630109609298408,1,"NS",0.0187118372224108,"background",NA,NA
