cell,umap_1,umap_2,RNA_snn_res.0.5,newMainCellTypes
cell_01664,7.12435,-0.18218,6,Myeloid
cell_01665,7.85134,0.71248,6,Myeloid
cell_01666,6.61097,0.68618,6,Myeloid
cell_01667,7.05295,0.65595,6,Myeloid
cell_01668,7.47183,1.42086,6,Myeloid
cell_01669,7.87215,1.23289,6,Myeloid
cell_01670,6.56476,0.67682,6,Myeloid
cell_01671,6.96214,1.85848,6,Myeloid
cell_01672,5.14646,0.86985,6,Myeloid
cell_01673,8.35555,0.93505,6,Myeloid
cell_01674,8.19238,0.91888,6,Myeloid
cell_01675,7.69201,-0.04467,6,Myeloid
cell_01676,8.39470,2.72951,6,Myeloid
cell_01677,7.55481,0.87633,6,Myeloid
cell_01678,7.96728,1.39149,6,Myeloid
cell_01679,6.88084,1.41396,6,Myeloid
cell_01680,7.27495,1.38877,6,Myeloid
cell_01681,6.55065,0.83652,6,Myeloid
cell_01682,7.13871,2.18281,6,Myeloid
cell_01683,8.16940,1.21760,6,Myeloid
cell_01684,6.71371,0.94979,6,Myeloid
cell_01685,8.06710,1.09617,6,Myeloid
cell_01686,8.10643,2.51711,6,Myeloid
cell_01687,8.56698,1.61637,6,Myeloid
cell_01688,7.16604,0.61359,6,Myeloid
cell_01689,8.27946,0.99504,6,Myeloid
cell_01690,7.33250,1.65548,6,Myeloid
cell_01691,7.62451,1.66202,6,Myeloid
cell_01692,8.05072,0.14860,6,Myeloid
cell_01693,6.72305,2.44221,6,Myeloid
cell_01694,7.41504,0.27093,6,Myeloid
cell_01695,7.76447,2.01224,6,Myeloid
cell_01696,8.40409,1.25992,6,Myeloid
cell_01697,7.89778,0.48763,6,Myeloid
cell_01698,7.67965,0.14937,6,Myeloid
cell_01699,7.67674,0.12582,6,Myeloid
cell_01700,7.62149,1.66502,6,Myeloid
cell_01701,7.44962,1.82492,6,Myeloid
cell_01702,7.35886,-0.37195,6,Myeloid
cell_01703,7.62767,1.66086,6,Myeloid
cell_01704,6.80217,1.08545,6,Myeloid
cell_01705,6.97038,0.72150,6,Myeloid
cell_01706,8.98449,1.65766,6,Myeloid
cell_01707,5.89863,0.79837,6,Myeloid
cell_01708,7.59492,0.78694,6,Myeloid
cell_01709,7.11090,0.62414,6,Myeloid
cell_01710,7.71736,1.43812,6,Myeloid
cell_01711,8.64034,2.12706,6,Myeloid
cell_01712,7.39538,1.69905,6,Myeloid
cell_01713,7.58677,1.77900,6,Myeloid
cell_01714,6.67355,1.96305,6,Myeloid
cell_01715,9.45966,0.34630,6,Myeloid
cell_01716,7.93151,0.50012,6,Myeloid
cell_01717,8.22622,2.14224,6,Myeloid
cell_01718,9.33663,0.67515,6,Myeloid
cell_01719,7.16230,0.86127,6,Myeloid
cell_01720,7.99417,1.53802,6,Myeloid
cell_01721,7.81078,0.98719,6,Myeloid
cell_01722,8.93750,1.58980,6,Myeloid
cell_01723,8.52605,0.20239,6,Myeloid
cell_01724,6.11256,0.86606,6,Myeloid
cell_01725,7.94196,2.10975,6,Myeloid
cell_01726,6.73178,1.40679,6,Myeloid
cell_01727,7.28355,0.00637,6,Myeloid
cell_01728,8.51780,0.86037,6,Myeloid
cell_01729,8.28302,1.75733,6,Myeloid
cell_01730,7.65023,0.35381,6,Myeloid
cell_01731,7.86765,1.45870,6,Myeloid
cell_01732,7.91897,0.61066,6,Myeloid
cell_01733,6.48904,2.39331,6,Myeloid
cell_01734,7.46314,1.39027,6,Myeloid
cell_01735,8.60966,0.04911,6,Myeloid
cell_01736,8.20916,1.49596,6,Myeloid
cell_01737,6.50114,1.49415,6,Myeloid
cell_01738,7.50189,1.12048,6,Myeloid
cell_01739,7.26836,0.97617,6,Myeloid
cell_01740,7.87722,0.07221,6,Myeloid
cell_01741,7.17024,1.51878,6,Myeloid
cell_01742,7.85038,0.42008,6,Myeloid
cell_01743,7.26321,0.86362,6,Myeloid
cell_01744,8.62200,1.66966,6,Myeloid
cell_01745,7.54615,0.81956,6,Myeloid
cell_01746,7.79163,0.34690,6,Myeloid
cell_01747,7.71648,2.34623,6,Myeloid
cell_01748,7.73735,1.57518,6,Myeloid
cell_01749,7.78743,1.24250,6,Myeloid
cell_01750,6.35354,0.96519,6,Myeloid
cell_01751,6.47998,0.72664,6,Myeloid
cell_01752,7.20206,1.25875,6,Myeloid
cell_01753,7.59261,0.68999,6,Myeloid
cell_01754,7.50450,2.52023,6,Myeloid
cell_01755,7.43159,0.73438,6,Myeloid
cell_01756,6.25446,1.95505,6,Myeloid
cell_01757,8.92962,1.01783,6,Myeloid
cell_01758,7.49904,1.40564,6,Myeloid
cell_01759,7.89280,1.26053,6,Myeloid
cell_01760,7.00682,0.02350,6,Myeloid
cell_01761,7.68275,2.09109,6,Myeloid
cell_01762,7.46347,0.89097,6,Myeloid
cell_01763,6.86708,0.65660,6,Myeloid
cell_01764,8.88597,2.61700,6,Myeloid
cell_01765,6.72511,1.38407,6,Myeloid
cell_01766,6.82198,-0.40905,6,Myeloid
cell_01767,8.47410,1.38238,6,Myeloid
cell_01768,8.19562,0.34760,6,Myeloid
cell_01769,7.89749,1.31231,6,Myeloid
cell_01770,7.03770,1.47947,6,Myeloid
cell_01771,7.62006,1.37362,6,Myeloid
cell_01772,7.29660,0.70147,6,Myeloid
cell_01773,7.79406,1.44136,6,Myeloid
cell_01774,7.03074,1.76077,6,Myeloid
cell_01775,7.62244,0.44590,6,Myeloid
cell_01776,7.92865,1.09429,6,Myeloid
cell_01777,7.89991,0.63773,6,Myeloid
cell_01778,6.73783,1.96700,6,Myeloid
cell_01779,6.61942,0.37862,6,Myeloid
cell_01780,9.38976,1.72233,6,Myeloid
cell_01781,6.28931,1.01859,6,Myeloid
cell_01782,8.13818,1.25173,6,Myeloid
cell_01783,7.41223,1.71568,6,Myeloid
cell_01784,5.96623,1.90696,6,Myeloid
cell_01785,8.43589,1.47478,6,Myeloid
cell_01786,6.95488,1.52609,6,Myeloid
cell_01787,8.58062,0.59369,6,Myeloid
cell_01788,8.79356,2.15271,6,Myeloid
cell_01789,6.13753,2.26047,6,Myeloid
cell_01790,7.85155,0.44391,6,Myeloid
cell_01791,7.06978,1.66785,6,Myeloid
cell_01792,7.46045,1.49527,6,Myeloid
cell_01793,7.67664,1.36419,6,Myeloid
cell_01794,8.09249,2.05349,6,Myeloid
cell_01795,8.02692,0.24151,6,Myeloid
cell_01796,6.80686,1.30854,6,Myeloid
cell_01797,8.34627,1.81245,6,Myeloid
cell_01798,7.06623,2.11331,6,Myeloid
cell_01799,7.95674,1.05664,6,Myeloid
cell_01800,7.09271,1.28596,6,Myeloid
cell_01801,7.36217,1.75092,10,Myeloid
cell_01802,6.22271,1.08864,10,Myeloid
cell_01803,8.13861,0.02078,10,Myeloid
cell_01804,8.03687,1.21795,10,Myeloid
cell_01805,6.56352,1.96506,10,Myeloid
cell_01806,7.82795,0.91945,10,Myeloid
cell_01807,7.47633,0.63405,10,Myeloid
cell_01808,6.40942,2.18330,10,Myeloid
cell_01809,6.88544,1.20553,10,Myeloid
cell_01810,6.80434,0.90996,10,Myeloid
cell_01811,6.64702,0.98810,10,Myeloid
cell_01812,8.13132,1.32803,10,Myeloid
cell_01813,8.09274,1.83743,10,Myeloid
cell_01814,9.63131,1.58195,10,Myeloid
cell_01815,6.78536,1.38746,10,Myeloid
cell_01816,6.34670,1.55072,10,Myeloid
cell_01817,7.27359,0.72547,10,Myeloid
cell_01818,5.47772,0.89388,10,Myeloid
cell_01819,6.88115,1.00324,10,Myeloid
cell_01820,7.21688,1.89036,10,Myeloid
cell_01821,5.23060,0.96003,10,Myeloid
cell_01822,6.46074,1.29368,10,Myeloid
cell_01823,6.71769,1.53155,10,Myeloid
cell_01824,6.53679,-0.16685,10,Myeloid
cell_01825,7.76453,0.73106,10,Myeloid
cell_01826,7.47274,1.84009,10,Myeloid
cell_01827,6.32784,1.52938,10,Myeloid
cell_01828,6.96458,1.03246,10,Myeloid
cell_01829,6.04887,0.70819,10,Myeloid
cell_01830,7.29122,0.77642,10,Myeloid
cell_01831,5.93819,1.42572,10,Myeloid
cell_01832,6.64381,1.11928,10,Myeloid
cell_01833,6.00610,0.04138,10,Myeloid
cell_01834,8.19897,1.44971,10,Myeloid
cell_01835,7.00075,1.04790,10,Myeloid
cell_01836,7.02286,1.71233,10,Myeloid
cell_01837,6.93869,0.17799,10,Myeloid
cell_01838,7.78137,1.32202,10,Myeloid
cell_01839,7.28511,0.93456,10,Myeloid
cell_01840,7.48649,1.25602,10,Myeloid
cell_01841,7.52581,1.50643,10,Myeloid
cell_01842,6.99366,0.97137,10,Myeloid
cell_01843,7.72129,1.96112,10,Myeloid
cell_01844,5.96576,0.04758,10,Myeloid
cell_01845,6.87223,1.18917,10,Myeloid
cell_01846,8.26795,1.78427,10,Myeloid
cell_01847,5.88163,0.38091,10,Myeloid
cell_01848,7.56592,1.85691,10,Myeloid
cell_01849,7.22173,1.88571,10,Myeloid
cell_01850,8.28990,1.04466,10,Myeloid
cell_01851,6.73388,0.95355,10,Myeloid
cell_01852,7.65283,0.19559,10,Myeloid
cell_01853,6.80674,0.48784,10,Myeloid
cell_01854,7.55675,0.73659,10,Myeloid
cell_01855,6.10078,0.95363,10,Myeloid
cell_01856,6.60634,1.01218,10,Myeloid
cell_01857,7.30134,1.41671,10,Myeloid
cell_01858,5.61317,0.89426,10,Myeloid
cell_01859,7.74399,0.96397,10,Myeloid
cell_01860,8.39717,0.51906,10,Myeloid
cell_01861,7.57768,0.72126,10,Myeloid
cell_01862,7.31398,1.11770,10,Myeloid
cell_01863,7.30915,1.46622,10,Myeloid
cell_01864,7.56850,1.17055,10,Myeloid
cell_01865,6.46491,1.73871,10,Myeloid
cell_01866,7.78046,1.47074,10,Myeloid
cell_01867,6.30061,0.82969,10,Myeloid
cell_01868,6.18269,1.41275,10,Myeloid
cell_01869,8.66007,0.89950,10,Myeloid
cell_01870,6.45392,1.95237,10,Myeloid
cell_01871,5.68428,0.04031,10,Myeloid
cell_01872,6.77867,0.76171,10,Myeloid
cell_01873,7.57219,1.75826,10,Myeloid
cell_01874,5.90870,1.73441,10,Myeloid
cell_01875,7.57724,1.05858,10,Myeloid
cell_01876,7.60153,1.12542,10,Myeloid
cell_01877,8.58220,1.29181,10,Myeloid
cell_01878,6.80826,0.16842,10,Myeloid
cell_01879,7.98920,1.61982,10,Myeloid
cell_01880,7.11102,0.64519,10,Myeloid
cell_01881,6.35860,1.33970,10,Myeloid
cell_01882,5.57959,1.49971,10,Myeloid
cell_01883,7.02439,1.16018,10,Myeloid
cell_01884,7.84591,1.19957,10,Myeloid
cell_01885,5.05059,0.91565,10,Myeloid
cell_01886,5.63274,1.91294,10,Myeloid
cell_01887,6.03252,0.33486,10,Myeloid
cell_01888,7.04932,0.58291,10,Myeloid
cell_01889,6.59805,1.78340,10,Myeloid
cell_01890,7.34044,1.81912,10,Myeloid
cell_01891,6.75624,1.58201,10,Myeloid
cell_01892,8.87206,2.16627,10,Myeloid
cell_01893,6.52357,2.12580,10,Myeloid
cell_01894,7.48716,0.74010,10,Myeloid
cell_01895,7.54531,1.63278,10,Myeloid
cell_01896,6.45738,1.61166,10,Myeloid
cell_01897,7.47358,1.91096,10,Myeloid
cell_01898,7.02132,0.67603,10,Myeloid
cell_01899,7.36552,1.62069,10,Myeloid
cell_01900,7.24570,2.05821,10,Myeloid
cell_01901,7.52183,1.75826,10,Myeloid
cell_01902,8.27952,0.47334,10,Myeloid
cell_01903,6.51938,1.42500,10,Myeloid
cell_01904,6.69521,1.73069,10,Myeloid
cell_01905,8.20431,0.81920,10,Myeloid
cell_01906,7.36987,1.98921,10,Myeloid
cell_01907,7.24633,0.69108,10,Myeloid
cell_01908,7.95100,1.42094,10,Myeloid
cell_01909,6.06321,1.94286,10,Myeloid
cell_01910,5.96550,0.85965,10,Myeloid
cell_01911,6.31912,0.91267,10,Myeloid
cell_01912,7.67548,0.04002,10,Myeloid
cell_01913,6.90348,1.89961,10,Myeloid
cell_01914,6.69812,1.39833,10,Myeloid
cell_01915,8.56523,1.16040,10,Myeloid
cell_01916,9.42441,1.04015,10,Myeloid
cell_01917,8.13126,0.86734,10,Myeloid
cell_01918,7.77308,1.06650,10,Myeloid
cell_01919,8.68958,0.75580,10,Myeloid
cell_01920,6.92972,1.49246,10,Myeloid
cell_01921,8.01352,0.89433,10,Myeloid
cell_01922,6.48611,2.99494,10,Myeloid
cell_01923,8.03425,1.29662,10,Myeloid
cell_01924,6.97482,1.07968,10,Myeloid
cell_01925,7.14210,1.97901,10,Myeloid
cell_01926,7.58771,1.20388,10,Myeloid
cell_01927,6.99394,1.12713,10,Myeloid
cell_01928,7.52670,1.65515,10,Myeloid
cell_01929,8.15831,2.82761,10,Myeloid
cell_01930,6.56074,1.17895,10,Myeloid
cell_01931,7.34050,1.19124,10,Myeloid
cell_01932,6.76550,1.27022,10,Myeloid
cell_01933,6.84604,0.67695,10,Myeloid
cell_01934,7.94100,0.57628,10,Myeloid
cell_01935,8.11531,0.99697,10,Myeloid
cell_01936,6.08782,1.17874,10,Myeloid
cell_01937,6.89424,1.29905,10,Myeloid
cell_01938,6.38080,0.63548,10,Myeloid
cell_01939,6.62232,0.44074,10,Myeloid
cell_01940,6.35187,1.19269,10,Myeloid
cell_01941,7.35073,0.80806,10,Myeloid
cell_01942,7.81582,0.11191,10,Myeloid
cell_01943,5.38723,0.86086,10,Myeloid
cell_01944,7.64788,2.17527,10,Myeloid
cell_01945,5.86655,0.64188,10,Myeloid
cell_01946,6.66433,1.72931,10,Myeloid
cell_01947,6.72948,1.82345,10,Myeloid
cell_01948,6.70622,1.55245,10,Myeloid
cell_01949,6.88933,0.64513,10,Myeloid
cell_01950,7.92831,2.83278,10,Myeloid
cell_01951,8.09615,1.08100,10,Myeloid
cell_01952,7.43483,0.56382,10,Myeloid
cell_01953,7.00711,2.43421,10,Myeloid
cell_01954,7.50359,1.70302,10,Myeloid
cell_01955,8.60132,0.47001,10,Myeloid
cell_01956,7.89023,1.43568,10,Myeloid
cell_01957,6.82402,1.60296,10,Myeloid
cell_01958,7.07832,1.17885,10,Myeloid
cell_01959,7.39593,-0.18056,10,Myeloid
cell_01960,5.52109,1.81415,10,Myeloid
cell_01961,6.48529,2.20615,10,Myeloid
cell_01962,7.16249,0.44581,10,Myeloid
cell_01963,7.98637,0.77020,10,Myeloid
cell_01964,6.49612,1.06695,10,Myeloid
cell_01965,7.28609,1.49064,10,Myeloid
cell_01966,7.53653,1.55848,10,Myeloid
cell_01967,6.76806,1.12763,10,Myeloid
cell_01968,6.83062,1.76372,10,Myeloid
cell_01969,7.30431,1.29416,10,Myeloid
cell_01970,7.16972,1.43134,10,Myeloid
cell_01971,8.16202,2.46654,10,Myeloid
cell_01972,6.28983,0.73653,10,Myeloid
cell_01973,6.63010,1.59057,10,Myeloid
cell_01974,7.19281,1.08140,10,Myeloid
cell_01975,7.17446,2.25321,10,Myeloid
cell_01976,7.59526,1.16696,10,Myeloid
cell_01977,7.00704,0.61575,10,Myeloid
cell_01978,5.93738,1.75180,10,Myeloid
cell_01979,7.26173,1.52856,10,Myeloid
cell_01980,7.16858,0.52841,10,Myeloid
cell_01981,7.60756,2.80246,18,Myeloid
cell_01982,7.50968,1.15141,18,Myeloid
cell_01983,9.22170,1.55069,18,Myeloid
cell_01984,7.74346,2.30330,18,Myeloid
cell_01985,8.62496,1.36106,18,Myeloid
cell_01986,8.57777,0.80827,18,Myeloid
cell_01987,8.51875,1.99708,18,Myeloid
cell_01988,7.45908,1.94657,18,Myeloid
cell_01989,9.15266,0.99967,18,Myeloid
cell_01990,8.27463,0.96756,18,Myeloid
cell_01991,8.39147,1.95750,18,Myeloid
cell_01992,8.57011,1.06111,18,Myeloid
cell_01993,8.59386,0.99824,18,Myeloid
cell_01994,8.97731,2.12448,18,Myeloid
cell_01995,9.32961,0.17737,18,Myeloid
cell_01996,9.21868,1.39460,18,Myeloid
cell_01997,7.86875,0.33850,18,Myeloid
cell_01998,8.73305,1.18695,18,Myeloid
cell_01999,9.33657,0.83359,18,Myeloid
cell_02000,7.97668,1.82011,18,Myeloid
cell_02001,7.52145,1.11118,18,Myeloid
cell_02002,8.04106,0.42983,18,Myeloid
cell_02003,6.83356,1.19434,18,Myeloid
cell_02004,7.92624,1.27712,18,Myeloid
cell_02005,8.36415,1.58491,18,Myeloid
cell_02006,7.49869,0.87086,18,Myeloid
cell_02007,8.83274,0.54159,18,Myeloid
cell_02008,9.22934,1.44868,18,Myeloid
cell_02009,8.29803,2.66791,18,Myeloid
cell_02010,8.36230,1.57376,18,Myeloid
cell_02011,7.67616,1.45553,18,Myeloid
cell_02012,9.17222,1.79774,18,Myeloid
cell_02013,6.73176,0.21073,18,Myeloid
cell_02014,9.28998,0.25550,18,Myeloid
cell_02015,7.25619,1.30611,18,Myeloid
cell_02016,9.15141,0.76678,18,Myeloid
cell_02017,8.48373,1.51487,18,Myeloid
cell_02018,8.68515,1.80000,18,Myeloid
cell_02019,7.64056,1.20809,18,Myeloid
cell_02020,8.52103,1.54809,18,Myeloid
cell_02021,8.62543,1.38365,18,Myeloid
cell_02022,7.25025,1.96065,18,Myeloid
cell_02023,7.65231,0.48715,18,Myeloid
cell_02024,8.95435,1.70879,18,Myeloid
cell_02025,7.96581,1.28565,18,Myeloid
cell_02026,9.46229,2.05386,18,Myeloid
cell_02027,8.94351,0.16534,18,Myeloid
cell_02028,7.78633,1.10925,18,Myeloid
cell_02029,9.06475,0.84415,18,Myeloid
cell_02030,8.32832,1.45381,18,Myeloid
cell_02031,7.46129,2.63180,18,Myeloid
cell_02032,8.98724,0.06149,18,Myeloid
cell_02033,9.39211,1.90188,18,Myeloid
cell_02034,7.51452,1.30420,18,Myeloid
cell_02035,9.87302,1.02829,18,Myeloid
cell_02036,9.55824,0.47332,18,Myeloid
cell_02037,8.40590,0.36027,18,Myeloid
cell_02038,8.28659,0.86852,18,Myeloid
cell_02039,8.95312,1.30135,18,Myeloid
cell_02040,8.08242,1.68861,18,Myeloid
cell_02041,7.97882,0.88837,18,Myeloid
cell_02042,7.80896,1.19338,18,Myeloid
cell_02043,7.26250,2.90060,18,Myeloid
cell_02044,9.34836,1.76935,18,Myeloid
cell_02045,8.08264,1.68747,18,Myeloid
cell_02046,8.58442,2.26485,18,Myeloid
cell_02047,7.90833,1.39701,18,Myeloid
cell_02048,8.07997,1.29244,18,Myeloid
cell_02049,9.34150,1.54907,18,Myeloid
cell_02050,9.51379,0.88265,18,Myeloid
cell_02051,8.99226,1.66871,18,Myeloid
cell_02052,8.25807,1.24801,18,Myeloid
cell_02053,9.30216,1.49652,18,Myeloid
cell_02054,7.87143,1.28435,18,Myeloid
cell_02055,9.00097,0.94939,18,Myeloid
cell_02056,8.01911,2.09455,18,Myeloid
cell_02057,8.13227,1.05588,18,Myeloid
cell_02058,8.37322,0.01388,18,Myeloid
cell_02059,8.56511,0.66249,18,Myeloid
cell_02060,8.89285,1.25366,18,Myeloid
cell_02061,8.16019,1.10520,18,Myeloid
cell_02062,8.13161,1.74280,18,Myeloid
cell_02063,8.41755,0.95329,18,Myeloid
cell_02064,7.61480,2.08762,18,Myeloid
cell_02065,8.01917,0.12635,18,Myeloid
cell_02066,7.33504,1.54889,18,Myeloid
cell_02067,7.84444,0.85022,18,Myeloid
cell_02068,7.38689,1.33861,18,Myeloid
cell_02069,7.92640,1.60915,18,Myeloid
cell_02070,7.97105,0.96861,18,Myeloid
cell_02071,9.50847,1.46387,18,Myeloid
cell_02072,8.43804,1.44874,18,Myeloid
cell_02073,8.23510,1.17251,18,Myeloid
cell_02074,8.24878,1.63394,18,Myeloid
cell_02075,8.88819,1.21829,18,Myeloid
cell_02076,8.25067,-0.01445,18,Myeloid
cell_02077,8.29285,0.94704,18,Myeloid
cell_02078,7.07750,2.21564,18,Myeloid
cell_02079,8.63551,2.78882,18,Myeloid
cell_02080,8.31185,0.22516,18,Myeloid
cell_02081,9.40196,0.91025,18,Myeloid
cell_02082,9.66292,2.17676,18,Myeloid
cell_02083,8.39280,1.19524,18,Myeloid
cell_02084,8.06270,1.15026,18,Myeloid
cell_02085,8.12407,2.21676,18,Myeloid
cell_02086,7.29784,0.34389,18,Myeloid
cell_02087,7.83852,1.83650,18,Myeloid
cell_02088,7.83453,1.10916,18,Myeloid
cell_02089,8.04271,1.50509,18,Myeloid
cell_02090,9.02676,0.78901,18,Myeloid
cell_02091,10.49533,0.76923,18,Myeloid
cell_02092,8.26288,0.81934,18,Myeloid
cell_02093,7.96598,2.45731,18,Myeloid
cell_02094,9.17570,2.02705,18,Myeloid
cell_02095,8.35486,1.45841,18,Myeloid
cell_02096,6.71439,1.31175,18,Myeloid
cell_02097,8.35062,0.64145,18,Myeloid
cell_02098,8.05640,1.14842,18,Myeloid
cell_02099,7.87021,1.91524,18,Myeloid
cell_02100,8.98338,0.88400,18,Myeloid
cell_02101,9.08958,1.40526,18,Myeloid
cell_02102,7.73266,1.57366,18,Myeloid
cell_02103,9.49451,1.20367,18,Myeloid
cell_02104,8.12674,1.53660,18,Myeloid
cell_02105,7.82009,1.38507,18,Myeloid
cell_02106,8.71725,1.13057,18,Myeloid
cell_02107,6.91685,0.45532,18,Myeloid
cell_02108,9.12384,0.87442,18,Myeloid
cell_02109,7.65736,1.68351,18,Myeloid
cell_02110,9.58387,0.67956,18,Myeloid
cell_02111,9.41438,1.51453,18,Myeloid
cell_02112,10.05404,1.11173,18,Myeloid
cell_02113,9.15187,1.45607,18,Myeloid
cell_02114,8.06045,1.52431,18,Myeloid
cell_02115,7.97635,1.59334,18,Myeloid
cell_02116,8.50677,0.91835,18,Myeloid
cell_02117,7.84441,0.77559,18,Myeloid
cell_02118,8.97915,0.94900,18,Myeloid
cell_02119,8.85823,2.00531,18,Myeloid
cell_02120,8.66621,0.56046,18,Myeloid
cell_02121,9.13025,-0.78544,18,Myeloid
cell_02122,6.90104,0.84290,18,Myeloid
cell_02123,8.75649,0.76815,18,Myeloid
cell_02124,7.95800,1.29394,18,Myeloid
cell_02125,8.73112,0.35532,18,Myeloid
cell_02126,8.17768,-0.14174,18,Myeloid
cell_02127,8.01321,0.30466,18,Myeloid
cell_02128,8.23191,1.45477,18,Myeloid
cell_02129,8.43180,0.03554,18,Myeloid
cell_02130,7.76724,2.20188,18,Myeloid
cell_02131,8.65129,1.68791,18,Myeloid
cell_02132,8.95173,1.13268,18,Myeloid
cell_02133,8.37689,0.95028,18,Myeloid
cell_02134,8.77076,1.24354,18,Myeloid
cell_02135,7.24427,0.31858,18,Myeloid
cell_02136,8.83568,0.71174,18,Myeloid
cell_02137,8.65213,1.03405,18,Myeloid
cell_02138,8.54915,1.48088,18,Myeloid
cell_02139,8.38698,1.84902,18,Myeloid
cell_02140,8.05079,1.20104,18,Myeloid
cell_02141,8.18873,2.08515,18,Myeloid
cell_02142,8.03628,0.68845,18,Myeloid
cell_02143,8.60433,1.46339,18,Myeloid
cell_02144,9.08047,0.24330,18,Myeloid
cell_02145,8.08010,0.20387,18,Myeloid
cell_02146,8.53096,1.48173,18,Myeloid
cell_02147,9.21958,0.96235,18,Myeloid
cell_02148,7.48107,1.61982,18,Myeloid
cell_02149,8.22356,1.28691,18,Myeloid
cell_02150,8.40802,1.26140,18,Myeloid
cell_02151,9.08470,0.39484,18,Myeloid
cell_02152,9.80876,1.95849,18,Myeloid
cell_02153,7.66558,0.97385,18,Myeloid
cell_02154,8.98631,1.39052,18,Myeloid
cell_02155,7.82661,2.01841,18,Myeloid
cell_02156,8.43851,0.77276,18,Myeloid
cell_02157,7.59958,0.39202,18,Myeloid
cell_02158,7.99198,0.76889,18,Myeloid
cell_02159,8.98989,0.96004,18,Myeloid
cell_02160,7.97225,1.44340,18,Myeloid
cell_02161,-6.28065,-8.14070,22,Fibroblast
cell_02162,-5.81303,-8.12378,22,Fibroblast
cell_02163,-7.06154,-9.47685,22,Fibroblast
cell_02164,-4.04817,-8.36680,22,Fibroblast
cell_02165,-5.68831,-7.87471,22,Fibroblast
cell_02166,-5.09833,-7.11824,22,Fibroblast
cell_02167,-5.61367,-6.99994,22,Fibroblast
cell_02168,-4.75051,-8.08654,22,Fibroblast
cell_02169,-6.47955,-7.10647,22,Fibroblast
cell_02170,-5.33822,-7.19443,22,Fibroblast
cell_02171,-3.41364,-7.87269,22,Fibroblast
cell_02172,-5.53473,-8.22004,22,Fibroblast
cell_02173,-6.33012,-7.50415,22,Fibroblast
cell_02174,-5.56690,-8.40640,22,Fibroblast
cell_02175,-6.61059,-7.88658,22,Fibroblast
cell_02176,-5.39277,-8.62194,22,Fibroblast
cell_02177,-6.42162,-7.45838,22,Fibroblast
cell_02178,-6.15113,-7.25720,22,Fibroblast
cell_02179,-5.67949,-7.32787,22,Fibroblast
cell_02180,-6.27387,-7.65348,22,Fibroblast
cell_02181,-6.59641,-7.34214,22,Fibroblast
cell_02182,-7.24462,-7.72013,22,Fibroblast
cell_02183,-5.72245,-7.73803,22,Fibroblast
cell_02184,-6.55989,-8.11500,22,Fibroblast
cell_02185,-6.73969,-8.35162,22,Fibroblast
cell_02186,-7.40297,-8.85607,22,Fibroblast
cell_02187,-6.45938,-7.65258,22,Fibroblast
cell_02188,-5.95996,-7.46321,22,Fibroblast
cell_02189,-6.19385,-7.33311,22,Fibroblast
cell_02190,-6.14390,-9.00097,22,Fibroblast
cell_02191,-5.33923,-8.65925,22,Fibroblast
cell_02192,-5.52996,-7.27424,22,Fibroblast
cell_02193,-5.81291,-8.33503,22,Fibroblast
cell_02194,-6.64155,-7.59024,22,Fibroblast
cell_02195,-5.13838,-7.51498,22,Fibroblast
cell_02196,-6.17616,-8.37790,22,Fibroblast
cell_02197,-6.13740,-8.33739,22,Fibroblast
cell_02198,-6.41014,-7.58174,22,Fibroblast
cell_02199,-6.70114,-7.73339,22,Fibroblast
cell_02200,-7.09241,-7.25367,22,Fibroblast
cell_02201,-5.45576,-7.57541,22,Fibroblast
cell_02202,-6.11306,-7.67228,22,Fibroblast
cell_02203,-5.92129,-8.27777,22,Fibroblast
cell_02204,-6.59156,-8.37385,22,Fibroblast
cell_02205,-6.73415,-7.59105,22,Fibroblast
cell_02206,-5.16835,-7.72829,22,Fibroblast
cell_02207,-6.46752,-7.63915,22,Fibroblast
cell_02208,-6.77004,-7.70952,22,Fibroblast
cell_02209,-5.01039,-7.56915,22,Fibroblast
cell_02210,-4.64757,-8.27984,22,Fibroblast
cell_02211,-6.07285,-6.93499,22,Fibroblast
cell_02212,-6.53869,-7.27436,22,Fibroblast
cell_02213,-6.47518,-6.97885,22,Fibroblast
cell_02214,-5.99256,-7.59379,22,Fibroblast
cell_02215,-5.87949,-7.00185,22,Fibroblast
cell_02216,-6.08752,-7.22189,22,Fibroblast
cell_02217,-7.47401,-7.75096,22,Fibroblast
cell_02218,-5.28200,-7.21090,22,Fibroblast
cell_02219,-6.12846,-8.07349,22,Fibroblast
cell_02220,-6.33989,-7.70188,22,Fibroblast
cell_02221,-5.60164,-7.79825,22,Fibroblast
cell_02222,-6.62521,-7.23113,22,Fibroblast
cell_02223,-5.38074,-6.46255,22,Fibroblast
cell_02224,-7.52484,-7.40803,22,Fibroblast
cell_02225,-5.32501,-7.74056,22,Fibroblast
cell_02226,-5.40468,-7.76490,22,Fibroblast
cell_02227,-5.82627,-8.31343,22,Fibroblast
cell_02228,-5.79472,-8.27279,22,Fibroblast
cell_02229,-5.15593,-7.65328,22,Fibroblast
cell_02230,-6.22168,-7.37813,22,Fibroblast
cell_02231,-8.02870,-8.08800,22,Fibroblast
cell_02232,-4.98363,-7.81729,22,Fibroblast
cell_02233,-5.94294,-7.45822,22,Fibroblast
cell_02234,-5.47931,-8.28721,22,Fibroblast
cell_02235,-6.63699,-8.05446,22,Fibroblast
